inventory_usage_id,work_order_id,vessel_id,part_number,quantity,unit,unit_cost,extended_cost,sourced_from,install_ts
inv_8c10955269bc,wo_9094946e99eb,ves_10298773b307,ALTERNATOR_70A,1,each,285.13,285.13,new_supplier,2021-03-08T12:00:00
inv_e96fd6b53192,wo_47012c793ec9,ves_10298773b307,AC_RAW_WATER_PUMP,1,each,391.23,391.23,new_supplier,2018-08-14T08:00:00
inv_6492ddc2ef71,wo_26c023a32e3c,ves_10298773b307,INB_CUTLASS_BRG,1,each,142.84,142.84,new_supplier,2020-03-23T10:00:00
inv_68b6f47366ae,wo_b46ba4c98b4a,ves_17e8eec11f5b,ENG_LONG_BLOCK_4CYL,1,each,9476.1,9476.1,new_supplier,2015-11-30T08:00:00
inv_214bd0515b48,wo_281a7dc1bfab,ves_17e8eec11f5b,MFD_9IN,1,each,915.73,915.73,new_supplier,2023-10-14T13:00:00
inv_a4badf035009,wo_428bcf9b39b7,ves_17e8eec11f5b,SHAFT_1_25_SS,1,each,1530.35,1530.35,new_supplier,2021-10-02T10:00:00
inv_2b126c1fd2e0,wo_ea5c8944fa7d,ves_17e8eec11f5b,FUEL_PUMP_LP,1,each,248.68,248.68,new_supplier,2020-02-27T09:00:00
inv_83bb0e9cede7,wo_de7e4ea7a578,ves_17e8eec11f5b,BUS_BAR_12V,1,each,57.54,57.54,new_supplier,2016-09-18T13:00:00
inv_f703c48f4a0e,wo_4c32905d8981,ves_d7c4ee2ad2be,INJECTOR_SET_V6,1,each,791.92,791.92,new_supplier,2018-04-20T08:00:00
inv_e70529293f18,wo_acb1f646d33b,ves_d7c4ee2ad2be,HULL_TRANSOM_KIT,1,each,2985.07,2985.07,new_supplier,2025-06-02T16:00:00
inv_b47cb9b6c6d3,wo_e183496572e0,ves_d7c4ee2ad2be,FUEL_FILTER_SEPARATOR,1,each,82.55,82.55,new_supplier,2022-07-09T11:00:00
inv_f9699a578a97,wo_a6392793df6a,ves_d7c4ee2ad2be,AUTOPILOT_PUMP,1,each,863.65,863.65,new_supplier,2016-08-23T12:00:00
inv_5c420535bb28,wo_0b73ec0a52a9,ves_d7c4ee2ad2be,EXHAUST_RISER_V8,4,each,624.48,2497.94,new_supplier,2020-08-22T13:00:00
inv_04a8c5d46d21,wo_a37dec60351f,ves_d7c4ee2ad2be,HULL_GELCOAT_KIT,1,each,119.48,119.48,new_supplier,2025-07-12T10:00:00
inv_00a3037ce5dd,wo_a4ed37c9d641,ves_d7c4ee2ad2be,EXHAUST_RISER_V8,4,each,640.08,2560.33,new_supplier,2015-04-13T08:00:00
inv_2dc0ba728167,wo_a952e9e7fa62,ves_d7c4ee2ad2be,BATTERY_AGM_100AH,3,each,319.72,959.15,new_supplier,2015-01-29T10:00:00
inv_9d58c36c0d22,wo_e13010ff112b,ves_d7c4ee2ad2be,HULL_GELCOAT_KIT,1,each,119.2,119.2,new_supplier,2022-04-23T16:00:00
inv_b6a6406dcbd1,wo_c7c2c0c30714,ves_d7c4ee2ad2be,BATTERY_LITHIUM_100AH,2,each,920.79,1841.58,new_supplier,2021-01-22T16:00:00
inv_c6d1e71d64db,wo_a961765fea4f,ves_77a199c0e3ed,CRANK_POS_SENSOR,1,each,98.66,98.66,new_supplier,2025-01-02T13:00:00
inv_95d06bb23013,wo_393a503562cd,ves_77a199c0e3ed,HEAD_GASKET_SET_4CYL,1,each,205.14,205.14,new_supplier,2016-08-26T13:00:00
inv_cd54dddddfdb,wo_94f894a56991,ves_77a199c0e3ed,FUEL_FILTER_SEPARATOR,1,each,90.65,90.65,new_supplier,2020-07-15T15:00:00
inv_85413764474f,wo_5449edbe1691,ves_77a199c0e3ed,HULL_GELCOAT_KIT,1,each,112.59,112.59,new_supplier,2014-03-02T11:00:00
inv_6005a107313f,wo_5d2268edad58,ves_a2460794f440,OB_WATER_PUMP_KIT,1,each,171.75,171.75,new_supplier,2021-07-05T12:00:00
inv_9a526259b136,wo_5d2268edad58,ves_a2460794f440,THERMOSTAT_MARINE,1,each,47.73,47.73,new_supplier,2021-07-05T12:00:00
inv_aeadff96adc0,wo_d59eaf11a87c,ves_a2460794f440,HYD_STEERING_HOSE_20FT,1,each,180.97,180.97,new_supplier,2021-07-07T09:00:00
inv_1766d739a56b,wo_6f5170fe4753,ves_a2460794f440,JET_WEAR_RING,1,each,156.58,156.58,new_supplier,2019-09-18T12:00:00
inv_8714503d71d3,wo_5918d4517033,ves_c08c99095735,HEAD_GASKET_SET_4CYL,1,each,211.4,211.4,new_supplier,2025-12-21T11:00:00
inv_b6cfaa4cfecc,wo_2b9bfbe9b18d,ves_3dfeb6728472,JET_WEAR_RING,1,each,151.66,151.66,new_supplier,2024-01-11T13:00:00
inv_00ed3b308135,wo_515bd2ed1489,ves_3dfeb6728472,AC_RAW_WATER_PUMP,1,each,391.89,391.89,new_supplier,2018-10-01T13:00:00
inv_f16834938d13,wo_d5965088b4da,ves_3dfeb6728472,FUEL_FILTER_SEPARATOR,1,each,90.21,90.21,new_supplier,2016-04-11T08:00:00
inv_43e55c8d85b8,wo_6b680203efa7,ves_3dfeb6728472,BATTERY_AGM_100AH,1,each,338.55,338.55,new_supplier,2019-03-05T12:00:00
inv_ac1f132a6178,wo_d5e3e46d50dd,ves_3612ead8e9ed,MFD_9IN,1,each,982.55,982.55,new_supplier,2014-04-07T12:00:00
inv_d51405bc1c37,wo_87059ff667c7,ves_3612ead8e9ed,INB_CUTLASS_BRG,1,each,141.5,141.5,new_supplier,2019-08-14T11:00:00
inv_e4e2f13842b1,wo_2ef1ff9639ba,ves_3612ead8e9ed,EXHAUST_RISER_V8,2,each,687.98,1375.96,new_supplier,2014-06-20T15:00:00
inv_dcc5b6b3bf6a,wo_a700c3edcee7,ves_3612ead8e9ed,HULL_GELCOAT_KIT,1,each,117.31,117.31,new_supplier,2014-02-15T10:00:00
inv_74c198283fa4,wo_d23e9848f7cb,ves_2533e60bb6df,BELLOWS_UJOINT,1,each,104.82,104.82,new_supplier,2025-06-18T15:00:00
inv_876a626e2b91,wo_d23e9848f7cb,ves_2533e60bb6df,UJOINT_SET,1,each,219.32,219.32,new_supplier,2025-06-06T15:00:00
inv_8b22304f3c7b,wo_5086de24e222,ves_2533e60bb6df,ENG_LONG_BLOCK_4CYL,1,each,8931.5,8931.5,new_supplier,2025-09-24T14:00:00
inv_3a058cca5449,wo_b75fc357ac22,ves_2533e60bb6df,AC_RAW_WATER_PUMP,1,each,386.24,386.24,new_supplier,2025-01-18T13:00:00
inv_c26c14a148ff,wo_a54082d7e4f0,ves_425a47b92439,SEACOCK_1IN_BRONZE,1,each,197.3,197.3,new_supplier,2014-11-23T14:00:00
inv_71fd2b2333c6,wo_5b4969238276,ves_425a47b92439,HEAD_GASKET_SET_V8,1,each,321.12,321.12,new_supplier,2024-05-19T14:00:00
inv_e34648589ee1,wo_58546c82f94b,ves_20a38aa96066,FUEL_FILTER_SEPARATOR,1,each,89.96,89.96,new_supplier,2019-12-18T15:00:00
inv_965554ff4378,wo_2ab4b2e79101,ves_20a38aa96066,JET_WEAR_RING,1,each,150.75,150.75,new_supplier,2019-04-09T13:00:00
inv_bbe0bb88e00d,wo_9d6febda94b8,ves_20a38aa96066,FUEL_FILTER_SEPARATOR,1,each,82.11,82.11,new_supplier,2014-01-12T13:00:00
inv_061ace3fcbb7,wo_30cbee1dd3b6,ves_20a38aa96066,INJECTOR_SET_V6,1,each,878.86,878.86,new_supplier,2017-04-23T12:00:00
inv_cae035d3c455,wo_15a5f20eecc0,ves_c4619be62df3,BILGE_FLOAT_SWITCH,1,each,51.76,51.76,new_supplier,2014-11-13T09:00:00
inv_8387a9a1e589,wo_21a9d71d6800,ves_c4619be62df3,OB_WATER_PUMP_KIT,1,each,183.76,183.76,new_supplier,2024-07-20T12:00:00
inv_f80c7f46494c,wo_21a9d71d6800,ves_c4619be62df3,THERMOSTAT_MARINE,1,each,49.95,49.95,new_supplier,2024-07-09T12:00:00
inv_a91365c0af9d,wo_856189a1d2ed,ves_c4619be62df3,CRANK_POS_SENSOR,1,each,89.27,89.27,new_supplier,2022-11-20T11:00:00
inv_3e41d2e98cbc,wo_beaf748d6095,ves_7327f6a1e3b7,OB_WATER_PUMP_KIT,1,each,185.09,185.09,new_supplier,2022-02-14T10:00:00
inv_43467dae5fff,wo_beaf748d6095,ves_7327f6a1e3b7,THERMOSTAT_MARINE,1,each,51.6,51.6,customer_supplied,2022-02-15T10:00:00
inv_3ef2764c5191,wo_95446b26471a,ves_7327f6a1e3b7,CRANK_POS_SENSOR,1,each,100.11,100.11,new_supplier,2025-07-13T15:00:00
inv_1731e7b0ec85,wo_5b1f109583e0,ves_7327f6a1e3b7,BILGE_PUMP_2000,1,each,146.42,146.42,new_supplier,2018-08-15T11:00:00
inv_8911d227d599,wo_00f081de26a7,ves_7327f6a1e3b7,OB_WATER_PUMP_KIT,1,each,186.62,186.62,new_supplier,2018-08-17T13:00:00
inv_58f3aad343a9,wo_00f081de26a7,ves_7327f6a1e3b7,THERMOSTAT_MARINE,1,each,47.32,47.32,new_supplier,2018-08-17T13:00:00
inv_36f4410d4388,wo_52d2a7c6c0e4,ves_7327f6a1e3b7,HYD_STEERING_CYL,1,each,623.31,623.31,new_supplier,2026-12-05T15:00:00
inv_ce0f14fe814a,wo_e114a8854c1b,ves_7327f6a1e3b7,FUEL_FILTER_SEPARATOR,1,each,84.71,84.71,new_supplier,2021-02-25T16:00:00
inv_482710089288,wo_0326841df7c7,ves_a020045e11d6,ALTERNATOR_70A,1,each,272.71,272.71,used_salvage,2016-09-17T13:00:00
inv_fc4121b873a0,wo_6188e8e8fff2,ves_a020045e11d6,BELLOWS_EXHAUST,1,each,91.87,91.87,new_supplier,2021-01-03T15:00:00
inv_170d06d1197f,wo_6188e8e8fff2,ves_a020045e11d6,GIMBAL_BEARING,1,each,193.22,193.22,used_salvage,2021-01-06T15:00:00
inv_914885258b1a,wo_86ff00c2cce0,ves_a020045e11d6,FUEL_PUMP_LP,1,each,264.53,264.53,new_supplier,2026-04-27T14:00:00
inv_86b956767a85,wo_a67f63bfc546,ves_a020045e11d6,BATTERY_AGM_100AH,1,each,347.67,347.67,new_supplier,2014-05-08T11:00:00
inv_c841b1efe420,wo_65f87a6759aa,ves_a020045e11d6,ALTERNATOR_70A,1,each,280.53,280.53,customer_supplied,2026-07-23T10:00:00
inv_1f6f41e8c92a,wo_3d6793ed6fd8,ves_a020045e11d6,AUTOPILOT_PUMP,1,each,842.62,842.62,new_supplier,2018-12-15T09:00:00
inv_6300c430afca,wo_615ea9947dca,ves_a020045e11d6,BILGE_PUMP_2000,1,each,135.68,135.68,new_supplier,2023-10-10T08:00:00
inv_982a1d68df57,wo_635d80c5737a,ves_a020045e11d6,HEAD_GASKET_SET_4CYL,1,each,226.36,226.36,new_supplier,2018-09-27T11:00:00
inv_ed94ec5b3df3,wo_2ca858160305,ves_a020045e11d6,OB_GEARCASE_SEAL_KIT,1,each,90.36,90.36,new_supplier,2018-09-17T12:00:00
inv_8ff617a020cf,wo_fc99b7687c86,ves_a020045e11d6,ENG_LONG_BLOCK_4CYL,1,each,9798.7,9798.7,new_supplier,2019-10-27T09:00:00
inv_c1b872a0b992,wo_d5315f78d8f8,ves_8fe0f643c5ff,INB_CUTLASS_BRG,1,each,142.61,142.61,new_supplier,2017-04-25T15:00:00
inv_0471f84591a4,wo_fd891b14a600,ves_8fe0f643c5ff,INB_CUTLASS_BRG,1,each,138.34,138.34,new_supplier,2021-12-11T15:00:00
inv_046917a4a917,wo_93c359fa5142,ves_67569ba41677,THRUHULL_1IN_BRONZE,1,each,136.03,136.03,new_supplier,2025-12-20T08:00:00
inv_1c1800489478,wo_ca42a75ce540,ves_67569ba41677,MFD_9IN,1,each,913.34,913.34,new_supplier,2018-07-05T12:00:00
inv_5364e9cb2668,wo_a1c46e224c88,ves_67569ba41677,FUEL_FILTER_SEPARATOR,1,each,87.75,87.75,new_supplier,2021-09-09T13:00:00
inv_2405d1f7bbb0,wo_f994fdf947f0,ves_b88419e8d846,INJECTOR_SET_V6,1,each,800.9,800.9,new_supplier,2024-05-27T16:00:00
inv_8aba43d7c218,wo_307789d2570c,ves_b88419e8d846,OB_GEARCASE_SEAL_KIT,1,each,99.95,99.95,new_supplier,2021-06-28T14:00:00
inv_e2fb11a24ea9,wo_9f671a98da91,ves_b88419e8d846,BUS_BAR_12V,1,each,58.29,58.29,new_supplier,2024-01-13T13:00:00
inv_f572c81d708b,wo_66a2635ed297,ves_b88419e8d846,HULL_GELCOAT_KIT,1,each,128.17,128.17,new_supplier,2015-09-02T09:00:00
inv_bb39a0127384,wo_b0f4874e064f,ves_b88419e8d846,FUEL_LINE_A1_10FT,1,each,115.66,115.66,new_supplier,2019-05-13T08:00:00
inv_50b7f7f9a83b,wo_2aeb03658db9,ves_9526a1193d55,FUEL_LINE_A1_10FT,1,each,127.93,127.93,new_supplier,2020-09-29T09:00:00
inv_7a75c013a922,wo_5bbaded4eaae,ves_9526a1193d55,ALTERNATOR_70A,1,each,305.85,305.85,customer_supplied,2020-06-14T13:00:00
inv_1e0138ad72e8,wo_a09e6d4b9190,ves_9526a1193d55,SANITATION_HOSE_10FT,2,each,132.76,265.51,new_supplier,2021-01-03T13:00:00
inv_dff4641d18a9,wo_24969017cd8c,ves_9526a1193d55,FUEL_FILTER_SEPARATOR,1,each,80.23,80.23,new_supplier,2025-06-15T16:00:00
inv_076441f3923b,wo_095df2aa4a12,ves_9526a1193d55,HEAD_GASKET_SET_V8,1,each,326.5,326.5,new_supplier,2020-12-17T16:00:00
inv_b696c85137ec,wo_e88ce4e40b73,ves_9526a1193d55,HEAD_GASKET_SET_V8,1,each,366.59,366.59,new_supplier,2022-06-09T16:00:00
inv_489a8572e140,wo_046ffe1253cb,ves_fa98e48e3784,WATER_PUMP_5GPM,1,each,154.62,154.62,new_supplier,2022-04-22T14:00:00
inv_bca14c80a25a,wo_3c04f3d640ab,ves_fa98e48e3784,HULL_STRINGER_SET,1,each,2755.78,2755.78,new_supplier,2019-05-17T09:00:00
inv_44b9843cc254,wo_ed05dad7bb46,ves_0c45064e6cae,STEERING_CABLE_16FT,1,each,238.25,238.25,new_supplier,2025-10-09T13:00:00
inv_e75400b59987,wo_e1772c020422,ves_0c45064e6cae,DEPTH_XDUCER,1,each,187.15,187.15,new_supplier,2017-06-21T10:00:00
inv_fe16f38703ca,wo_4fb5b2e42218,ves_de73b5d85f11,FUEL_LINE_A1_10FT,1,each,122.15,122.15,new_supplier,2022-02-05T08:00:00
inv_c0fa0dcca3c0,wo_69690556d59a,ves_de73b5d85f11,EXHAUST_RISER_V8,2,each,671.46,1342.91,new_supplier,2015-01-16T16:00:00
inv_cc83d51b7160,wo_069685d503fd,ves_de73b5d85f11,ALTERNATOR_70A,1,each,271.76,271.76,new_supplier,2023-03-22T14:00:00
inv_f19a3b8202e6,wo_4076917a46fc,ves_de73b5d85f11,EXHAUST_RISER_V8,2,each,693.29,1386.58,used_salvage,2014-05-21T13:00:00
inv_c28290dad129,wo_54449ee66626,ves_de73b5d85f11,OB_GEARCASE_SEAL_KIT,1,each,98.56,98.56,new_supplier,2023-12-15T11:00:00
inv_ea9b775d877d,wo_0cb109759d69,ves_47dd38bc93d1,INB_CUTLASS_BRG,1,each,139.38,139.38,new_supplier,2026-08-25T16:00:00
inv_2e4c8d6cc42f,wo_2a5b14f9a263,ves_47dd38bc93d1,AC_RAW_WATER_PUMP,1,each,370.67,370.67,new_supplier,2021-07-24T11:00:00
inv_96a3ad4738cb,wo_9494333eb577,ves_47dd38bc93d1,INB_CUTLASS_BRG,1,each,145.79,145.79,new_supplier,2020-05-16T16:00:00
inv_3765c7469f57,wo_109922adf816,ves_47dd38bc93d1,INB_CUTLASS_BRG,1,each,124.77,124.77,new_supplier,2026-09-07T13:00:00
inv_1ec653198377,wo_3a8b4a3bd5ec,ves_db7f2ea119ee,HEAD_GASKET_SET_4CYL,1,each,211.45,211.45,new_supplier,2020-09-06T13:00:00
inv_a5ab6d02c25b,wo_627c85a3d5c0,ves_db7f2ea119ee,EXHAUST_RISER_V8,2,each,598.95,1197.9,new_supplier,2025-12-03T11:00:00
inv_94eedfc7ea3c,wo_f886412b3465,ves_db7f2ea119ee,CRANK_POS_SENSOR,1,each,91.8,91.8,new_supplier,2023-05-15T10:00:00
inv_5de2aed6e3d0,wo_3c94aac61c94,ves_db7f2ea119ee,BILGE_FLOAT_SWITCH,1,each,51.35,51.35,new_supplier,2014-01-18T13:00:00
inv_ca6f51b6e480,wo_0caeb7c8e4a8,ves_db7f2ea119ee,FUEL_LINE_A1_10FT,1,each,123.05,123.05,new_supplier,2019-06-05T08:00:00
inv_7d15e0c8e0fe,wo_266fa9cf6d9b,ves_db7f2ea119ee,OB_WATER_PUMP_KIT,1,each,171.75,171.75,new_supplier,2018-06-27T14:00:00
inv_ca09a9770d6b,wo_266fa9cf6d9b,ves_db7f2ea119ee,THERMOSTAT_MARINE,1,each,45.1,45.1,new_supplier,2018-06-25T14:00:00
inv_3ac00b340abc,wo_d7bf05378a4f,ves_f818311096eb,HULL_GELCOAT_KIT,1,each,116.48,116.48,new_supplier,2020-03-21T13:00:00
inv_06ae2a810baa,wo_e16b1dcebbbb,ves_f818311096eb,FUEL_PUMP_HP,1,each,460.74,460.74,new_supplier,2015-06-10T12:00:00
inv_e16a6e8786f2,wo_1bf508f8383a,ves_f818311096eb,WATER_PUMP_5GPM,1,each,154.93,154.93,customer_supplied,2017-05-20T16:00:00
inv_71d688524239,wo_d425ecb48eb1,ves_c81e426430b1,EXHAUST_RISER_V8,2,each,678.72,1357.45,new_supplier,2020-07-01T14:00:00
inv_abe0e62e295b,wo_98bfc07a96f6,ves_c81e426430b1,N2K_STARTER_KIT,1,each,143.88,143.88,new_supplier,2019-10-05T11:00:00
inv_7af3f233b5b7,wo_04af2d06e65a,ves_c81e426430b1,OB_WATER_PUMP_KIT,1,each,193.2,193.2,new_supplier,2025-02-12T13:00:00
inv_b8a6a58f342d,wo_04af2d06e65a,ves_c81e426430b1,THERMOSTAT_MARINE,1,each,47.22,47.22,new_supplier,2025-02-16T13:00:00
inv_8071578a969c,wo_2714a24a75cb,ves_c81e426430b1,WATER_PUMP_5GPM,1,each,153.43,153.43,customer_supplied,2025-08-27T08:00:00
inv_4f4e3cf21977,wo_3850692e5cf4,ves_c81e426430b1,INB_CUTLASS_BRG,1,each,138.07,138.07,new_supplier,2023-06-25T14:00:00
inv_1687341b0754,wo_bc2512d51143,ves_745f1112bbc3,CRANK_POS_SENSOR,1,each,90.06,90.06,new_supplier,2026-03-21T15:00:00
inv_c67a04e910e2,wo_0744eb11a3f8,ves_745f1112bbc3,FUEL_FILTER_SEPARATOR,1,each,83.01,83.01,new_supplier,2024-03-13T09:00:00
inv_7ff5d368a97f,wo_6d8db380028b,ves_1ebac5e1a69b,THRUHULL_1IN_BRONZE,1,each,136.26,136.26,new_supplier,2026-03-13T15:00:00
inv_ff5f9501bd7b,wo_830c69a32150,ves_1ebac5e1a69b,EXHAUST_RISER_V8,2,each,603.29,1206.58,new_supplier,2022-08-12T15:00:00
inv_bb7883bd14d6,wo_f995e5b45a45,ves_1ebac5e1a69b,BATTERY_LITHIUM_100AH,2,each,1001.93,2003.86,new_supplier,2020-01-21T16:00:00
inv_020ab209d21e,wo_1db220735430,ves_682af3d576a3,N2K_STARTER_KIT,1,each,145.12,145.12,new_supplier,2023-11-08T13:00:00
inv_a1287bba905c,wo_d261f0476e2f,ves_682af3d576a3,OB_WATER_PUMP_KIT,1,each,187.69,187.69,new_supplier,2019-10-12T15:00:00
inv_331f24f3fc25,wo_d261f0476e2f,ves_682af3d576a3,THERMOSTAT_MARINE,1,each,49.22,49.22,new_supplier,2019-10-12T15:00:00
inv_ba29c909d52a,wo_6ace88041fdf,ves_682af3d576a3,ENG_LONG_BLOCK_V8,1,each,14932.7,14932.7,new_supplier,2015-08-10T09:00:00
inv_baa58f87d147,wo_c4e546157728,ves_682af3d576a3,ENG_LONG_BLOCK_V8,1,each,16174.31,16174.31,new_supplier,2024-02-13T10:00:00
inv_82021d4b1cf0,wo_6f2ad8a60bcc,ves_682af3d576a3,ALTERNATOR_70A,1,each,279.62,279.62,new_supplier,2020-09-20T12:00:00
inv_d481c15c70b2,wo_31abe5f4094d,ves_682af3d576a3,HULL_GELCOAT_KIT,1,each,128.64,128.64,new_supplier,2017-04-13T09:00:00
inv_aad196280e9f,wo_1e1c1ffc5a77,ves_682af3d576a3,OB_GEARCASE_SEAL_KIT,1,each,92.48,92.48,new_supplier,2015-01-20T10:00:00
inv_1b9dbaeff910,wo_fa78796a4b1d,ves_0158b9b12d3f,INJECTOR_SET_V6,1,each,853.31,853.31,new_supplier,2018-09-09T14:00:00
inv_472463dfa8c3,wo_b923ebd0cb18,ves_0158b9b12d3f,BELLOWS_EXHAUST,1,each,93.61,93.61,new_supplier,2023-03-29T13:00:00
inv_fd11e82993f0,wo_b923ebd0cb18,ves_0158b9b12d3f,UJOINT_SET,1,each,210.95,210.95,new_supplier,2023-04-03T13:00:00
inv_26c18652200a,wo_343bdb319438,ves_0158b9b12d3f,N2K_STARTER_KIT,1,each,124.41,124.41,new_supplier,2017-01-21T16:00:00
inv_fb56d0ca36aa,wo_1efc05169cae,ves_d57a4c54bbac,SHAFT_1_25_SS,1,each,1664.82,1664.82,new_supplier,2024-03-24T14:00:00
inv_757920f3e083,wo_df90c7fcc903,ves_d57a4c54bbac,FUEL_PUMP_LP,1,each,277.9,277.9,new_supplier,2025-08-02T14:00:00
inv_a43d29f6491a,wo_88e072c2a9ac,ves_cc7dc66c9073,CRANK_POS_SENSOR,1,each,102.57,102.57,new_supplier,2014-07-08T10:00:00
inv_7f9935201212,wo_dad63b7e6977,ves_cc7dc66c9073,BATTERY_LITHIUM_100AH,3,each,1020.17,3060.52,customer_supplied,2025-11-25T08:00:00
inv_f07aa834da4d,wo_6114ca04fa06,ves_cc7dc66c9073,STEERING_CABLE_16FT,1,each,254.34,254.34,new_supplier,2024-02-07T08:00:00
inv_ff38a02111f0,wo_3d54f4d3c1c6,ves_0ce49236c729,HEAD_GASKET_SET_V8,1,each,366.91,366.91,new_supplier,2026-01-09T12:00:00
inv_8bcaf3ddb8b0,wo_1b4c7f5d563a,ves_a8d6745c5f86,HULL_TRANSOM_KIT,1,each,3452.61,3452.61,new_supplier,2018-04-19T12:00:00
inv_0838c68418bf,wo_92e195fb87c6,ves_a8d6745c5f86,OB_GEARCASE_SEAL_KIT,1,each,98.09,98.09,new_supplier,2015-03-12T10:00:00
inv_f4d0676339e6,wo_7345586f251b,ves_f3194d79136b,HULL_GELCOAT_KIT,1,each,127.46,127.46,new_supplier,2023-07-01T10:00:00
inv_767ad7aac9ba,wo_7062972b5b10,ves_f3194d79136b,OB_GEARCASE_SEAL_KIT,1,each,97.64,97.64,new_supplier,2019-05-07T09:00:00
inv_6a52a9405b13,wo_4128cd9670c3,ves_f3194d79136b,JET_WEAR_RING,1,each,159.93,159.93,new_supplier,2017-11-06T16:00:00
inv_0c382b7b73dc,wo_ac5280ba147e,ves_f3194d79136b,CRANK_POS_SENSOR,1,each,88.83,88.83,used_salvage,2019-05-30T08:00:00
inv_a45b804cc21c,wo_04090c01916e,ves_f3194d79136b,ALTERNATOR_70A,1,each,275.87,275.87,new_supplier,2024-12-21T08:00:00
inv_443da195b5f4,wo_c73863f01988,ves_6c6e0487ad92,HYD_STEERING_CYL,1,each,656.6,656.6,new_supplier,2021-07-20T08:00:00
inv_e5d1a6d817fd,wo_24a6c272e113,ves_6c6e0487ad92,FUEL_FILTER_SEPARATOR,1,each,89.09,89.09,used_salvage,2024-10-04T14:00:00
inv_3e55ba21f4c6,wo_26a9369cd9d5,ves_6c6e0487ad92,INB_CUTLASS_BRG,1,each,136.16,136.16,new_supplier,2024-08-02T14:00:00
inv_bd09c42bfbd3,wo_7273b3261aea,ves_4220ad334b3e,INB_CUTLASS_BRG,1,each,143.26,143.26,new_supplier,2026-05-11T15:00:00
inv_71ad940d3703,wo_dea335f8f84c,ves_caa27a35890d,BILGE_PUMP_2000,1,each,134.57,134.57,used_salvage,2020-10-28T14:00:00
inv_66d5530b316f,wo_d76cb11adfc2,ves_caa27a35890d,FUEL_PUMP_HP,1,each,483.11,483.11,new_supplier,2015-04-27T16:00:00
inv_2745db432b7d,wo_4cfc12939c69,ves_caa27a35890d,MFD_9IN,1,each,935.12,935.12,customer_supplied,2022-04-01T10:00:00
inv_e19c419be734,wo_0c23396f6323,ves_caa27a35890d,EXHAUST_RISER_V8,2,each,629.3,1258.6,new_supplier,2018-11-19T08:00:00
inv_5d7ea27ff8df,wo_0806aa2fc251,ves_caa27a35890d,EXHAUST_RISER_V8,2,each,626.45,1252.89,new_supplier,2017-10-15T08:00:00
inv_edde11f975fb,wo_f5d2c2c44a24,ves_1719a1517323,INB_CUTLASS_BRG,1,each,133.38,133.38,new_supplier,2022-05-22T12:00:00
inv_bb4d5a5a24b5,wo_35693821eb4f,ves_1719a1517323,ENG_LONG_BLOCK_V8,1,each,15130.44,15130.44,new_supplier,2024-07-22T10:00:00
inv_dffbee795169,wo_95bdf4c7bb9b,ves_1719a1517323,OB_WATER_PUMP_KIT,1,each,175.62,175.62,new_supplier,2022-09-08T10:00:00
inv_d5d41fb8c08a,wo_95bdf4c7bb9b,ves_1719a1517323,THERMOSTAT_MARINE,1,each,48.08,48.08,new_supplier,2022-09-05T10:00:00
inv_a846ec9e87ca,wo_a5d77d7cf388,ves_1719a1517323,HYD_STEERING_HOSE_20FT,1,each,192.49,192.49,new_supplier,2016-12-04T09:00:00
inv_f9e6738908f6,wo_448550a84db2,ves_39a30a8628e7,AUTOPILOT_PUMP,1,each,864.69,864.69,new_supplier,2022-01-06T14:00:00
inv_fc703f40a9f6,wo_e7e90503ef87,ves_39a30a8628e7,BELLOWS_EXHAUST,1,each,98.53,98.53,new_supplier,2021-03-07T13:00:00
inv_38002d5e4221,wo_e7e90503ef87,ves_39a30a8628e7,UJOINT_SET,1,each,203.74,203.74,new_supplier,2021-03-07T13:00:00
inv_62dbc5f10e72,wo_f95917669ef4,ves_39a30a8628e7,FUEL_FILTER_SEPARATOR,1,each,81.35,81.35,new_supplier,2018-06-15T10:00:00
inv_e14797c6d681,wo_ccf723a8ba0e,ves_39a30a8628e7,EXHAUST_RISER_V8,2,each,646.41,1292.81,new_supplier,2020-12-26T10:00:00
inv_bfbd0a1a9a02,wo_68392f60d53f,ves_39a30a8628e7,HULL_CORE_PANEL,1,each,479.53,479.53,new_supplier,2026-04-03T15:00:00
inv_caf08ebb6eda,wo_5455577613c5,ves_39a30a8628e7,FUEL_FILTER_SEPARATOR,1,each,85.67,85.67,new_supplier,2020-06-13T08:00:00
inv_ac6600290063,wo_d0176eb9c890,ves_39a30a8628e7,FUEL_LINE_A1_10FT,2,each,127.58,255.16,new_supplier,2018-06-07T12:00:00
inv_8aefa0442331,wo_aa17ed7e5f62,ves_39a30a8628e7,FUEL_PUMP_LP,1,each,241.72,241.72,new_supplier,2023-05-25T13:00:00
inv_589592f0ac7d,wo_19ec2a6b930b,ves_39a30a8628e7,ALTERNATOR_70A,1,each,276.76,276.76,new_supplier,2022-03-14T10:00:00
inv_fd5d8f3f9dd7,wo_73eccc9c8a11,ves_39a30a8628e7,HEAD_GASKET_SET_4CYL,1,each,220.7,220.7,new_supplier,2015-09-03T09:00:00
inv_52c8e4d90445,wo_f9b0808e2b0c,ves_44db03b0d579,HYD_STEERING_CYL,1,each,639.43,639.43,new_supplier,2019-09-09T10:00:00
inv_151f282b13af,wo_2c90dbf20212,ves_44db03b0d579,BATTERY_LITHIUM_100AH,1,each,915.68,915.68,new_supplier,2023-04-07T13:00:00
