part_component_id,record_type,part_number,manufacturer,part_name,subsystem,category,new_price_estimate,interchange_group_id,vessel_id,serial_number,installed_at,removed_at,component_hours,condition_grade,notes
pinst_76b0d57382e6,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_508704a0ca62,VSN6FRZ0OO,2010-11-14,,,B,
pinst_06b91666d812,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_508704a0ca62,NCWOC21OLH,2009-05-03,,718,C,
pinst_3cc0045a1033,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_508704a0ca62,YRF7U69CZQ,2012-08-02,,479,C,
pinst_24d013ab0797,installed_component,MFD_9IN,Garmin,9in MFD,NAV,display,950,MFD_9,ves_508704a0ca62,ZASA9MEXMO,2004-12-24,,533,C,
pinst_75a0e6625bd6,installed_component,VHF_DSC_RADIO,ICOM,VHF DSC Radio,NAV,radio,240,VHF_DSC,ves_508704a0ca62,3O5Z408XVC,2005-07-26,,815,C,
pinst_b228468932f6,installed_component,DEPTH_XDUCER,Airmar,Depth Transducer,NAV,sensor,190,XDUCER_DEPTH,ves_508704a0ca62,FZY95D1KA1,2007-09-15,,568,C,
pinst_76b3bab51611,installed_component,HULL_TRANSOM_KIT,MarineCo,Transom Rebuild Kit,HULL,transom,3200,TRANSOM_KIT,ves_508704a0ca62,T4M1SBQ4X6,2004-07-10,,,D,
pinst_1bbd2d0ff568,installed_component,OB_WATER_PUMP_KIT,OEM,Outboard Water Pump Kit,ENGINE,pump,180,OB_WPUMP,ves_508704a0ca62,PH6CCPLP4S,2014-04-08,,700,B,
pinst_b7d359aeb569,installed_component,OB_GEARCASE_SEAL_KIT,OEM,Outboard Gearcase Seal Kit,PROPULSION,seal_kit,95,OB_GEAR_SEAL,ves_508704a0ca62,2CEU5ML0JY,2008-12-01,,682,C,
pinst_282c501d35fc,installed_component,OB_LOWER_UNIT,OEM,Outboard Lower Unit Assy,PROPULSION,lower_unit,4800,OB_LOWER_UNIT,ves_508704a0ca62,0KTSUIEZQX,2004-02-28,,502,D,
pinst_6e0f0ace7083,installed_component,OB_PROP_14IN,Solas,Outboard Prop 14in,PROPULSION,propeller,420,PROP_14,ves_508704a0ca62,KI5CCRN44A,2014-05-22,,660,C,
pinst_e45051a7460a,installed_component,ENG_LONG_BLOCK_4CYL,OEM,4-Cyl Marine Long Block,ENGINE,long_block,9200,LB4,ves_508704a0ca62,3TP40JZ8X5,2014-02-11,,829,C,
pinst_7e8b9aaf2c6e,installed_component,THERMOSTAT_MARINE,Sierra,Marine Thermostat,ENGINE,thermostat,48,THERMO,ves_508704a0ca62,KVI1BNDCA6,2008-10-22,,666,B,
pinst_d62c692fac4e,installed_component,FUEL_FILTER_SEPARATOR,Racor,Fuel/Water Separator,FUEL,filter,85,FUEL_SEP,ves_508704a0ca62,RRVJJRHTOU,2008-11-02,,729,C,
pinst_f3f8d64a3ae2,installed_component,FUEL_LINE_A1_10FT,Trident,A1 Fuel Hose 10ft,FUEL,hose,120,FUEL_HOSE_A1,ves_508704a0ca62,VU0E467TXK,2005-11-05,,672,C,
pinst_c714defa189f,installed_component,FUEL_PUMP_LP,OEM,Low Pressure Fuel Pump,FUEL,pump,260,FUEL_PUMP_LP,ves_508704a0ca62,NPQH86T1RO,2014-11-04,,629,C,
pinst_1dd30a34f73e,installed_component,CRANK_POS_SENSOR,OEM,Crank Position Sensor,ENGINE,sensor,95,CRANK_SENSOR,ves_508704a0ca62,EBGY6P7BET,2006-04-16,,539,C,
pinst_684461350407,installed_component,STAINLESS_CLEAT_8IN,Attwood,8in SS Cleat,HULL,hardware,48,CLEAT_8,ves_508704a0ca62,QMIKMPC95I,2008-08-06,,,B,
pinst_cd8c8c9b9fb5,installed_component,THRUHULL_1IN_BRONZE,Groco,1in Bronze Through-Hull,HULL,through_hull,145,THRUHULL_1IN,ves_47f31235b071,G4Q4YUNM99,2025-09-17,,,C,
pinst_c28029f58d55,installed_component,SEACOCK_1IN_BRONZE,Groco,1in Bronze Seacock,HULL,seacock,210,SEACOCK_1IN,ves_47f31235b071,L6NEAP00GP,2025-10-24,,,A,
pinst_0f714f7b8745,installed_component,BATTERY_AGM_100AH,Interstate,AGM 100Ah Battery,ELECTRICAL,battery,340,BATT_100,ves_47f31235b071,9L746P4X6M,2025-09-25,,,C,
pinst_255342b81137,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_47f31235b071,DOGNTKKDXB,2025-07-02,,,B,
pinst_252268add4f5,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_47f31235b071,E30I35YX2B,2025-05-08,,68,A,
pinst_a5dbbf5a811c,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_47f31235b071,ABJJMJGTUM,2025-09-24,,59,B,
pinst_39aadd0f60ff,installed_component,MFD_9IN,Garmin,9in MFD,NAV,display,950,MFD_9,ves_47f31235b071,XWATPU2I43,2025-04-09,,76,B,
pinst_4dd5118413d4,installed_component,VHF_DSC_RADIO,ICOM,VHF DSC Radio,NAV,radio,240,VHF_DSC,ves_47f31235b071,4GZ1CNDTL1,2025-08-25,,92,B,
pinst_7723b211e13e,installed_component,DEPTH_XDUCER,Airmar,Depth Transducer,NAV,sensor,190,XDUCER_DEPTH,ves_47f31235b071,MXP9QH1OVR,2025-06-23,,68,B,
pinst_329ed4243e92,installed_component,HULL_TRANSOM_KIT,MarineCo,Transom Rebuild Kit,HULL,transom,3200,TRANSOM_KIT,ves_47f31235b071,CK4QPHBZO4,2025-09-04,,,B,
pinst_cb0f4706425e,installed_component,INB_CUTLASS_BRG,Duramax,Cutlass Bearing,PROPULSION,bearing,135,CUTLASS,ves_47f31235b071,6UA17BID7G,2025-12-04,,70,C,
pinst_f239bb43c349,installed_component,SHAFT_SEAL_1_25,PYI,Shaft Seal 1.25in,PROPULSION,seal,420,SHAFT_SEAL,ves_47f31235b071,X5MIVWQ7G8,2025-10-07,,75,C,
pinst_cae33955a592,installed_component,SHAFT_1_25_SS,Aquamet,1.25in SS Prop Shaft,PROPULSION,shaft,1650,SHAFT_125,ves_47f31235b071,3Y4Z26YXE7,2025-12-03,,88,B,
pinst_7edf1a0a4670,installed_component,EXHAUST_RISER_V8,Barr,V8 Exhaust Riser,ENGINE,exhaust_riser,650,RISER_V8,ves_47f31235b071,EZG0KRCUMM,2025-08-15,,60,C,
pinst_e51395d7f43c,installed_component,ENG_LONG_BLOCK_4CYL,OEM,4-Cyl Marine Long Block,ENGINE,long_block,9200,LB4,ves_47f31235b071,T892XZAHN1,2025-01-04,,94,C,
pinst_be376f62a3fc,installed_component,THERMOSTAT_MARINE,Sierra,Marine Thermostat,ENGINE,thermostat,48,THERMO,ves_47f31235b071,YH0IXAKG3T,2025-02-02,,68,B,
pinst_5f0791d93a08,installed_component,HEAT_EXCHANGER_MID,Sierra,Mid-size Heat Exchanger,ENGINE,heat_exchanger,1100,HX_MID,ves_47f31235b071,NDCQ3G3VV7,2025-07-03,,58,B,
pinst_e9741ca863ec,installed_component,FUEL_FILTER_SEPARATOR,Racor,Fuel/Water Separator,FUEL,filter,85,FUEL_SEP,ves_47f31235b071,HXAP6V6TY7,2025-12-08,,79,C,
pinst_193044543a69,installed_component,FUEL_LINE_A1_10FT,Trident,A1 Fuel Hose 10ft,FUEL,hose,120,FUEL_HOSE_A1,ves_47f31235b071,9HEAAXNWGG,2025-07-27,,66,C,
pinst_2a2e097c11fd,installed_component,FUEL_PUMP_HP,OEM,High Pressure Fuel Pump,FUEL,pump,460,FUEL_PUMP_HP,ves_47f31235b071,WY12W735W7,2025-04-01,,94,B,
pinst_8c199bdd9bbe,installed_component,STAINLESS_CLEAT_8IN,Attwood,8in SS Cleat,HULL,hardware,48,CLEAT_8,ves_47f31235b071,0JD5JK2D6S,2025-01-11,,,B,
pinst_b8b120e82dda,installed_component,BUS_BAR_12V,Blue Sea,12V Bus Bar,ELECTRICAL,bus_bar,55,BUSBAR_12,ves_47f31235b071,KZAR8M7A1G,2025-05-23,,,C,
pinst_64d66f08c013,installed_component,THRUHULL_1IN_BRONZE,Groco,1in Bronze Through-Hull,HULL,through_hull,145,THRUHULL_1IN,ves_bf7a41e24fec,MEJW88Z7OO,1967-12-27,,,C,
pinst_41c855276bde,installed_component,SEACOCK_1IN_BRONZE,Groco,1in Bronze Seacock,HULL,seacock,210,SEACOCK_1IN,ves_bf7a41e24fec,11PWB4KXLQ,1970-05-05,,,C,
pinst_d2eeae54dca5,installed_component,BATTERY_AGM_100AH,Interstate,AGM 100Ah Battery,ELECTRICAL,battery,340,BATT_100,ves_bf7a41e24fec,5A0606LKL5,1969-02-05,,,F,
pinst_2f4de8c775a5,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_bf7a41e24fec,5GXY0JMRPF,1975-01-14,,,D,
pinst_3845599ae56c,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_bf7a41e24fec,FN7P0M1WCT,1971-03-14,,1003,D,
pinst_5e3f9c19e77f,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_bf7a41e24fec,F7KI81N26S,1969-06-10,,854,D,
pinst_494e1d153cb7,installed_component,MFD_9IN,Garmin,9in MFD,NAV,display,950,MFD_9,ves_bf7a41e24fec,62ZJZMT1F5,1975-01-24,,848,D,
pinst_43cdb9bc1696,installed_component,STEERING_CABLE_16FT,SeaStar,16ft Steering Cable,STEERING,cable,240,STEER_CABLE_16,ves_bf7a41e24fec,TDT5J5B5JG,1967-07-05,,1015,F,
pinst_6fa6701b838f,installed_component,HULL_TRANSOM_KIT,MarineCo,Transom Rebuild Kit,HULL,transom,3200,TRANSOM_KIT,ves_bf7a41e24fec,K9487NOP3S,1976-01-04,,,F,
pinst_3d7a7c65c68f,installed_component,OB_WATER_PUMP_KIT,OEM,Outboard Water Pump Kit,ENGINE,pump,180,OB_WPUMP,ves_bf7a41e24fec,P29Y5DOJL0,1971-07-22,,1074,F,
pinst_65a079b80b74,installed_component,OB_GEARCASE_SEAL_KIT,OEM,Outboard Gearcase Seal Kit,PROPULSION,seal_kit,95,OB_GEAR_SEAL,ves_bf7a41e24fec,FHK2TBYEUQ,1973-11-03,,769,D,
pinst_f397d6db89fa,installed_component,OB_LOWER_UNIT,OEM,Outboard Lower Unit Assy,PROPULSION,lower_unit,4800,OB_LOWER_UNIT,ves_bf7a41e24fec,7W834XMRY3,1973-12-25,,818,F,
pinst_e6d2a9409b6a,installed_component,OB_PROP_14IN,Solas,Outboard Prop 14in,PROPULSION,propeller,420,PROP_14,ves_bf7a41e24fec,SEGTM2Q8FX,1969-04-16,,709,D,
pinst_eb060a4b4e1e,installed_component,ENG_LONG_BLOCK_4CYL,OEM,4-Cyl Marine Long Block,ENGINE,long_block,9200,LB4,ves_bf7a41e24fec,VXDTIP30U6,1975-05-20,,656,F,
pinst_8c40a4988f7f,installed_component,THERMOSTAT_MARINE,Sierra,Marine Thermostat,ENGINE,thermostat,48,THERMO,ves_bf7a41e24fec,ABPAFIG2WA,1968-06-06,,884,D,
pinst_ab9379b1161a,installed_component,FUEL_FILTER_SEPARATOR,Racor,Fuel/Water Separator,FUEL,filter,85,FUEL_SEP,ves_bf7a41e24fec,HBLIRIDHR2,1971-06-28,,941,C,
pinst_aeeb453633cb,installed_component,FUEL_LINE_A1_10FT,Trident,A1 Fuel Hose 10ft,FUEL,hose,120,FUEL_HOSE_A1,ves_bf7a41e24fec,3O0WDP999T,1974-04-25,,776,D,
pinst_ee69dfd8ece6,installed_component,FUEL_PUMP_LP,OEM,Low Pressure Fuel Pump,FUEL,pump,260,FUEL_PUMP_LP,ves_bf7a41e24fec,64DM7T2SFP,1970-08-07,,911,D,
pinst_5768f213a8cb,installed_component,CRANK_POS_SENSOR,OEM,Crank Position Sensor,ENGINE,sensor,95,CRANK_SENSOR,ves_bf7a41e24fec,UD71HOD5T3,1976-04-15,,911,D,
pinst_9e3127f55be0,installed_component,THRUHULL_1IN_BRONZE,Groco,1in Bronze Through-Hull,HULL,through_hull,145,THRUHULL_1IN,ves_003dc412e9b6,POGWSZVO0S,1999-03-07,,,C,
pinst_11402ba3b49a,installed_component,SEACOCK_1IN_BRONZE,Groco,1in Bronze Seacock,HULL,seacock,210,SEACOCK_1IN,ves_003dc412e9b6,21MWIOYVV1,2007-12-12,,,C,
pinst_5c477d6b331d,installed_component,BATTERY_AGM_100AH,Interstate,AGM 100Ah Battery,ELECTRICAL,battery,340,BATT_100,ves_003dc412e9b6,7RLT1JC5OI,2008-08-26,,,C,
pinst_d59d22c0b96d,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_003dc412e9b6,V7JVHRPQGY,2001-04-11,,,C,
pinst_970eebe917ae,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_003dc412e9b6,BF97M1AXDX,2008-04-11,,1220,C,
pinst_d990a003e867,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_003dc412e9b6,3O1062K4S2,2003-09-10,,1285,C,
pinst_3d65461293b7,installed_component,MFD_9IN,Garmin,9in MFD,NAV,display,950,MFD_9,ves_003dc412e9b6,650FEJ4SNK,2003-06-18,,969,C,
pinst_bb322008392a,installed_component,STEERING_CABLE_16FT,SeaStar,16ft Steering Cable,STEERING,cable,240,STEER_CABLE_16,ves_003dc412e9b6,9TTATKZDNS,2002-09-07,,1142,C,
pinst_4ec44a3343bb,installed_component,HULL_TRANSOM_KIT,MarineCo,Transom Rebuild Kit,HULL,transom,3200,TRANSOM_KIT,ves_003dc412e9b6,65F41BJ5MX,1999-07-09,,,D,
pinst_7cdc1f2651ee,installed_component,OB_WATER_PUMP_KIT,OEM,Outboard Water Pump Kit,ENGINE,pump,180,OB_WPUMP,ves_003dc412e9b6,FMF3EEF6VU,1999-05-22,,877,C,
pinst_a61d338f883b,installed_component,OB_GEARCASE_SEAL_KIT,OEM,Outboard Gearcase Seal Kit,PROPULSION,seal_kit,95,OB_GEAR_SEAL,ves_003dc412e9b6,ZOKGRYNZIF,2001-01-11,,1123,C,
pinst_f62745aecf43,installed_component,OB_LOWER_UNIT,OEM,Outboard Lower Unit Assy,PROPULSION,lower_unit,4800,OB_LOWER_UNIT,ves_003dc412e9b6,X46LZL5U83,2007-07-03,,1193,D,
pinst_5bf30a185cc9,installed_component,OB_PROP_14IN,Solas,Outboard Prop 14in,PROPULSION,propeller,420,PROP_14,ves_003dc412e9b6,OGV0LGQ4V5,2002-10-20,,911,C,
pinst_4146e0ef3cf7,installed_component,ENG_LONG_BLOCK_4CYL,OEM,4-Cyl Marine Long Block,ENGINE,long_block,9200,LB4,ves_003dc412e9b6,IWYCP5UHRK,1998-09-22,,1286,D,
pinst_152f860c7040,installed_component,THERMOSTAT_MARINE,Sierra,Marine Thermostat,ENGINE,thermostat,48,THERMO,ves_003dc412e9b6,X15N9XLY0S,2001-02-24,,1242,C,
pinst_250c75024929,installed_component,FUEL_FILTER_SEPARATOR,Racor,Fuel/Water Separator,FUEL,filter,85,FUEL_SEP,ves_003dc412e9b6,Q17CO1X9QS,2006-05-23,,1316,B,
pinst_b4989917afa5,installed_component,FUEL_LINE_A1_10FT,Trident,A1 Fuel Hose 10ft,FUEL,hose,120,FUEL_HOSE_A1,ves_003dc412e9b6,PW98V6D4HI,2001-07-01,,1237,C,
pinst_8a70026fdacd,installed_component,FUEL_PUMP_LP,OEM,Low Pressure Fuel Pump,FUEL,pump,260,FUEL_PUMP_LP,ves_003dc412e9b6,7X6FPPPQML,2000-10-02,,989,C,
pinst_ec13ec58e55d,installed_component,CRANK_POS_SENSOR,OEM,Crank Position Sensor,ENGINE,sensor,95,CRANK_SENSOR,ves_003dc412e9b6,1B7AF0TXR0,2001-09-06,,1161,B,
pinst_a39bd7171a48,installed_component,WINDOW_HATCH_20IN,Lewmar,20in Hatch,HULL,hatch,520,HATCH_20,ves_003dc412e9b6,KGO0FE8CDS,1999-05-26,,,B,
pinst_ecc67ca86524,installed_component,BUS_BAR_12V,Blue Sea,12V Bus Bar,ELECTRICAL,bus_bar,55,BUSBAR_12,ves_003dc412e9b6,D448YCM9MM,2005-07-03,,,B,
pinst_ea8094682e8f,installed_component,THRUHULL_1IN_BRONZE,Groco,1in Bronze Through-Hull,HULL,through_hull,145,THRUHULL_1IN,ves_26d2adfa3eef,OLHSNFA2VO,1988-12-11,,,C,
pinst_1b16f67b42a1,installed_component,SEACOCK_1IN_BRONZE,Groco,1in Bronze Seacock,HULL,seacock,210,SEACOCK_1IN,ves_26d2adfa3eef,42R92XV7V6,1981-06-24,,,B,
pinst_9f479c3f35a1,installed_component,BATTERY_AGM_100AH,Interstate,AGM 100Ah Battery,ELECTRICAL,battery,340,BATT_100,ves_26d2adfa3eef,6LN22IGRBJ,1979-04-18,,,D,
pinst_3396794d97a7,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_26d2adfa3eef,J870FKTIG0,1984-06-03,,,C,
pinst_1648130914b2,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_26d2adfa3eef,H0K8CCUY4T,1979-11-10,,729,C,
pinst_69d0b5b12697,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_26d2adfa3eef,JSSMGPS3XV,1980-04-21,,810,D,
pinst_177076004576,installed_component,MFD_9IN,Garmin,9in MFD,NAV,display,950,MFD_9,ves_26d2adfa3eef,FKHBDB6KA5,1983-11-25,,696,D,
pinst_779a519e23e9,installed_component,STEERING_CABLE_16FT,SeaStar,16ft Steering Cable,STEERING,cable,240,STEER_CABLE_16,ves_26d2adfa3eef,TC24ZIH2ZX,1980-08-10,,673,C,
pinst_9ef01dda9fb6,installed_component,HULL_TRANSOM_KIT,MarineCo,Transom Rebuild Kit,HULL,transom,3200,TRANSOM_KIT,ves_26d2adfa3eef,36S4XF24PW,1981-11-05,,,D,
pinst_9dee31b1ffac,installed_component,OB_WATER_PUMP_KIT,OEM,Outboard Water Pump Kit,ENGINE,pump,180,OB_WPUMP,ves_26d2adfa3eef,VJ8HPVEMND,1979-06-11,,902,D,
pinst_86c664d22d5c,installed_component,OB_GEARCASE_SEAL_KIT,OEM,Outboard Gearcase Seal Kit,PROPULSION,seal_kit,95,OB_GEAR_SEAL,ves_26d2adfa3eef,EZRHI2PMNR,1985-09-18,,869,C,
pinst_b253898ee509,installed_component,OB_LOWER_UNIT,OEM,Outboard Lower Unit Assy,PROPULSION,lower_unit,4800,OB_LOWER_UNIT,ves_26d2adfa3eef,BNYKKBZXU2,1989-11-21,,767,D,
pinst_6ad23c0f0f9c,installed_component,OB_PROP_14IN,Solas,Outboard Prop 14in,PROPULSION,propeller,420,PROP_14,ves_26d2adfa3eef,EA41EWSNF4,1983-11-18,,730,C,
pinst_256e50c989ed,installed_component,ENG_LONG_BLOCK_4CYL,OEM,4-Cyl Marine Long Block,ENGINE,long_block,9200,LB4,ves_26d2adfa3eef,Z7SDUK1QDC,1984-12-12,,887,F,
pinst_34833b3d1b9c,installed_component,THERMOSTAT_MARINE,Sierra,Marine Thermostat,ENGINE,thermostat,48,THERMO,ves_26d2adfa3eef,KWDNED1UE4,1981-06-22,,756,C,
pinst_1461789c29c2,installed_component,FUEL_FILTER_SEPARATOR,Racor,Fuel/Water Separator,FUEL,filter,85,FUEL_SEP,ves_26d2adfa3eef,3J9N1R50VL,1983-11-23,,671,D,
pinst_1d778643abc5,installed_component,FUEL_LINE_A1_10FT,Trident,A1 Fuel Hose 10ft,FUEL,hose,120,FUEL_HOSE_A1,ves_26d2adfa3eef,AOR5N4U8OZ,1987-04-21,,653,D,
pinst_bff8b0d7840f,installed_component,FUEL_PUMP_LP,OEM,Low Pressure Fuel Pump,FUEL,pump,260,FUEL_PUMP_LP,ves_26d2adfa3eef,4JAXIXHE6J,1987-11-23,,992,C,
pinst_fecf2aa1f22a,installed_component,CRANK_POS_SENSOR,OEM,Crank Position Sensor,ENGINE,sensor,95,CRANK_SENSOR,ves_26d2adfa3eef,CFAU3JTE82,1986-11-20,,789,C,
pinst_1e7588e8fa31,installed_component,WINDOW_HATCH_20IN,Lewmar,20in Hatch,HULL,hatch,520,HATCH_20,ves_26d2adfa3eef,T0QGH45FOT,1983-09-24,,,C,
pinst_a05d8f947d4d,installed_component,STAINLESS_CLEAT_8IN,Attwood,8in SS Cleat,HULL,hardware,48,CLEAT_8,ves_26d2adfa3eef,NWH8OR4IBA,1979-11-06,,,C,
pinst_a4fef4eeb4c0,installed_component,CHARGER_20A,ProMariner,20A Charger,ELECTRICAL,charger,330,CHARGER_20,ves_26d2adfa3eef,9LKSBXG0R3,1989-07-28,,,C,
pinst_0896cfd451d8,installed_component,BUS_BAR_12V,Blue Sea,12V Bus Bar,ELECTRICAL,bus_bar,55,BUSBAR_12,ves_26d2adfa3eef,SLDP4KKWTA,1986-10-11,,,C,
pinst_e04355a05938,installed_component,THRUHULL_1IN_BRONZE,Groco,1in Bronze Through-Hull,HULL,through_hull,145,THRUHULL_1IN,ves_23c912109f84,082725EORG,2012-06-26,,,A,
pinst_8ebc4a2f3f58,installed_component,SEACOCK_1IN_BRONZE,Groco,1in Bronze Seacock,HULL,seacock,210,SEACOCK_1IN,ves_23c912109f84,8ISIGKJ4UB,2016-10-19,,,B,
pinst_71e59b908868,installed_component,BATTERY_AGM_100AH,Interstate,AGM 100Ah Battery,ELECTRICAL,battery,340,BATT_100,ves_23c912109f84,HNEXO2KTS7,2014-04-08,,,B,
pinst_f5d4c8b09733,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_23c912109f84,23Q5JX0HQ8,2012-07-28,,,C,
pinst_02f7cbeb2800,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_23c912109f84,O5HGMRWQR7,2011-08-07,,67,B,
pinst_cd2c771883f9,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_23c912109f84,CGCS72ZW4C,2016-04-26,,61,B,
pinst_b635b8275dac,installed_component,MFD_9IN,Garmin,9in MFD,NAV,display,950,MFD_9,ves_23c912109f84,WZPIUIXGE6,2018-02-13,,54,C,
pinst_8b00895352a4,installed_component,VHF_DSC_RADIO,ICOM,VHF DSC Radio,NAV,radio,240,VHF_DSC,ves_23c912109f84,XAH9O2UQCA,2018-05-08,,51,C,
pinst_3afdb38ee9fd,installed_component,TRIM_TAB_ACTUATOR,Lenco,Trim Tab Actuator,AUX,actuator,210,TRIM_ACT,ves_23c912109f84,OHNCM0H6HW,2020-06-25,,70,B,
pinst_50ac7f8b5a4f,installed_component,HULL_TRANSOM_KIT,MarineCo,Transom Rebuild Kit,HULL,transom,3200,TRANSOM_KIT,ves_23c912109f84,8GL56V72W5,2011-05-11,,,D,
pinst_9b8b18624fb0,installed_component,BELLOWS_EXHAUST,Mercury,Exhaust Bellows,PROPULSION,bellows,95,BELLOWS_EXH,ves_23c912109f84,KYD4VBU9DH,2016-03-17,,41,C,
pinst_98d3659f4ba9,installed_component,BELLOWS_UJOINT,Mercury,U-Joint Bellows,PROPULSION,bellows,110,BELLOWS_UJ,ves_23c912109f84,MPFG1ADEZI,2021-09-24,,54,C,
pinst_1262f731b9e2,installed_component,GIMBAL_BEARING,Mercury,Gimbal Bearing,PROPULSION,bearing,185,GIMBAL_BRG,ves_23c912109f84,UDCBA2S1VT,2017-09-08,,41,B,
pinst_a38fe0310cdf,installed_component,UJOINT_SET,Mercury,U-Joint Set,PROPULSION,u_joint,210,UJOINT_SET,ves_23c912109f84,I5VAA1W4WA,2020-07-19,,64,B,
pinst_af15828faca6,installed_component,OB_PROP_14IN,Solas,Outboard Prop 14in,PROPULSION,propeller,420,PROP_14,ves_23c912109f84,F07WYRIRNZ,2018-12-11,,57,C,
pinst_e7ea846f3829,installed_component,EXHAUST_RISER_V8,Barr,V8 Exhaust Riser,ENGINE,exhaust_riser,650,RISER_V8,ves_23c912109f84,YVDZAE1KE3,2014-07-06,,40,C,
pinst_82a85a64f0e9,installed_component,ENG_LONG_BLOCK_4CYL,OEM,4-Cyl Marine Long Block,ENGINE,long_block,9200,LB4,ves_23c912109f84,N2NXEAIY1C,2019-04-18,,51,C,
pinst_ec989b6ed02f,installed_component,THERMOSTAT_MARINE,Sierra,Marine Thermostat,ENGINE,thermostat,48,THERMO,ves_23c912109f84,Z0I6R02C6D,2021-03-19,,55,C,
pinst_251770824015,installed_component,FUEL_FILTER_SEPARATOR,Racor,Fuel/Water Separator,FUEL,filter,85,FUEL_SEP,ves_23c912109f84,150JIYKV52,2013-07-12,,63,C,
pinst_d550bd179e15,installed_component,FUEL_LINE_A1_10FT,Trident,A1 Fuel Hose 10ft,FUEL,hose,120,FUEL_HOSE_A1,ves_23c912109f84,HG0W3VDCOT,2015-06-18,,64,C,
pinst_a3b390afe16a,installed_component,FUEL_PUMP_LP,OEM,Low Pressure Fuel Pump,FUEL,pump,260,FUEL_PUMP_LP,ves_23c912109f84,GFWPF83UYB,2013-10-12,,47,C,
pinst_fc206e8b9ca9,installed_component,CRANK_POS_SENSOR,OEM,Crank Position Sensor,ENGINE,sensor,95,CRANK_SENSOR,ves_23c912109f84,T1UZYALOOV,2011-08-11,,65,C,
pinst_86d1a85bdbf5,installed_component,WINDOW_HATCH_20IN,Lewmar,20in Hatch,HULL,hatch,520,HATCH_20,ves_23c912109f84,V30FXA0JXU,2017-06-17,,,B,
pinst_f2bc07cbe9d6,installed_component,STAINLESS_CLEAT_8IN,Attwood,8in SS Cleat,HULL,hardware,48,CLEAT_8,ves_23c912109f84,7K6BARU696,2013-10-27,,,A,
pinst_43dc8fd7d38b,installed_component,CHARGER_20A,ProMariner,20A Charger,ELECTRICAL,charger,330,CHARGER_20,ves_23c912109f84,E5ZJ1KQAEX,2018-08-01,,,C,
pinst_641d1ea846ed,installed_component,THRUHULL_1IN_BRONZE,Groco,1in Bronze Through-Hull,HULL,through_hull,145,THRUHULL_1IN,ves_19495498e716,I03IP3QGDY,2025-08-14,,,A,
pinst_b2795a2091d5,installed_component,SEACOCK_1IN_BRONZE,Groco,1in Bronze Seacock,HULL,seacock,210,SEACOCK_1IN,ves_19495498e716,AR0ADMVQ13,2025-06-03,,,A,
pinst_79489eadb7d2,installed_component,BATTERY_AGM_100AH,Interstate,AGM 100Ah Battery,ELECTRICAL,battery,340,BATT_100,ves_19495498e716,NHDVDPD8UC,2025-10-13,,,B,
pinst_77d3bac4293b,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_19495498e716,H29CLAH478,2025-08-12,,,B,
pinst_cdd45a140b1a,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_19495498e716,B5ONHZ40QG,2025-12-15,,72,C,
pinst_4ab2bd67979d,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_19495498e716,CNB0017QU5,2025-01-19,,46,B,
