inspection_id,vessel_id,work_order_id,part_component_id,inspection_type,inspector_role,hull_moisture_pct,compression_psi,oil_analysis_flags,corrosion_grade,wiring_submersion_flag,condition_grade,estimated_defect_cost,safety_critical_flags,created_at
insp_f55d991a0a01,ves_fc02e9bdaa44,wo_fd2d9a43c150,,salvage_intake,tech,14.74,{},"[""coolant_trace""]",light,False,poor,7744.72,[],2023-11-20T16:00:00
insp_83aa354834f6,ves_fc02e9bdaa44,wo_285207f1ed51,,post_failure,yard,5.93,{},"[""metal_elevated""]",none,False,poor,189.57,[],2022-07-19T08:00:00
insp_22b751e7fed5,ves_fc02e9bdaa44,wo_85dd6a806baa,,post_failure,surveyor,12.39,{},[],none,False,poor,22732.12,"[""must_repair_before_use""]",2016-08-11T16:00:00
insp_e7a4e9b04444,ves_1434bba45f61,wo_293097a599fb,,post_failure,tech,9.13,{},[],none,False,very_good,2091.76,"[""must_repair_before_use""]",2024-03-07T09:00:00
insp_42c1d06c7219,ves_b5891eb76dfe,wo_7c3a0876ca17,,survey,surveyor,12.18,"{""cyl1"": 111, ""cyl2"": 158}","[""normal""]",severe,False,poor,504.45,[],2024-07-02T10:00:00
insp_35b53ff00546,ves_17ee0b0e931a,wo_3a44b3b0e282,,post_failure,yard,2.84,{},"[""coolant_trace""]",light,False,excellent,768.95,[],2022-06-10T13:00:00
insp_8ffacb2ee904,ves_f6fd9682ce37,wo_2ec280ba8d9c,,post_failure,tech,16.28,{},[],none,False,good,10908.23,[],2018-10-09T16:00:00
insp_59729f7ab2ff,ves_f6fd9682ce37,wo_a0f4b84090c5,,post_failure,yard,14.88,{},[],moderate,False,good,2653.55,[],2023-04-08T08:00:00
insp_d73a86cd921f,ves_f6fd9682ce37,wo_4ff2b7a51373,,post_failure,tech,0.21,"{""cyl1"": 159, ""cyl2"": 123}","[""fuel_dilution"", ""metal_elevated""]",light,False,good,3377.92,[],2019-02-04T10:00:00
insp_d7d4733c5441,ves_cabde8a05225,wo_919107aa53c0,,pre_purchase,surveyor,22.87,"{""cyl1"": 172, ""cyl2"": 116}","[""fuel_dilution""]",none,False,excellent,35111.08,[],2026-03-12T10:00:00
insp_676186d623bc,ves_cabde8a05225,wo_83b220c04c22,,post_failure,surveyor,10.78,{},[],none,False,excellent,22825.23,"[""must_repair_before_use""]",2026-07-17T14:00:00
insp_74b3e50244f2,ves_cabde8a05225,wo_66296d887ee4,,pre_purchase,yard,8.23,{},"[""metal_elevated""]",none,False,excellent,673.47,[],2026-05-20T09:00:00
insp_69bbe6842854,ves_4efa6012e566,wo_433d1abdf83f,,salvage_intake,yard,4.07,{},[],light,False,fair,2118.15,[],2015-10-14T14:00:00
insp_ca3897e1aefc,ves_4efa6012e566,wo_89c87b53bb6a,,post_failure,tech,17.01,{},"[""metal_elevated"", ""normal""]",light,False,fair,18830.92,"[""must_repair_before_use""]",2020-02-08T11:00:00
insp_6e87bdbef713,ves_d4a9e7e5f488,wo_7c671f5a9ceb,,post_failure,tech,7.57,{},[],none,False,very_good,657.7,[],2019-10-13T13:00:00
insp_0980d4a7e8a3,ves_13e5458f948c,wo_6c9066b00153,,post_failure,yard,13.92,{},[],moderate,False,good,4369.27,[],2024-12-12T09:00:00
insp_fcb4c2891f34,ves_13e5458f948c,wo_d14d982ab355,,salvage_intake,tech,13.42,{},"[""fuel_dilution""]",light,False,good,2412.84,[],2024-11-22T16:00:00
insp_216818c15173,ves_671e8a1a2a3c,wo_e8620a6eb33a,,survey,insurer,6.85,"{""cyl1"": 156, ""cyl2"": 124}","[""coolant_trace"", ""normal""]",moderate,False,good,18202.43,[],2024-04-01T10:00:00
insp_7e20ebf61abf,ves_671e8a1a2a3c,wo_776eb5864f7a,,survey,tech,25.6,{},[],moderate,False,good,1645.98,[],2017-02-11T15:00:00
insp_4001aff463c5,ves_671e8a1a2a3c,wo_c0d9402a9d96,,post_failure,tech,0.0,{},[],moderate,False,good,2356.71,[],2020-09-21T16:00:00
insp_d12fe670817e,ves_671e8a1a2a3c,wo_55f784aa1797,,post_failure,tech,7.09,{},"[""fuel_dilution""]",light,False,good,818.24,[],2020-07-05T15:00:00
insp_ce9884d2ea55,ves_609722456ffd,wo_3b3d79436647,,survey,tech,10.72,{},[],moderate,False,very_good,30239.32,"[""must_repair_before_use""]",2020-07-05T16:00:00
insp_d5c6243672c2,ves_609722456ffd,wo_381b10dcb56d,,post_failure,tech,18.05,"{""cyl1"": 133, ""cyl2"": 150}","[""normal""]",light,False,very_good,281.17,[],2015-09-08T12:00:00
insp_e377864f3d82,ves_a4af276e3eec,wo_d113e9a2fb33,,post_failure,insurer,25.1,{},[],light,False,very_good,7389.17,[],2018-11-25T12:00:00
insp_16f2b38ff93e,ves_a4af276e3eec,wo_f2857c5ab923,,survey,yard,0.0,{},[],none,False,very_good,1931.84,[],2021-12-18T08:00:00
insp_179b55c813e7,ves_639dedbb6886,wo_bffd97b9cdcb,,post_failure,insurer,17.18,{},[],light,False,poor,854.44,[],2017-02-23T15:00:00
insp_4e346cb59fad,ves_639dedbb6886,wo_9e1ccd4724e2,,post_failure,tech,0.0,"{""cyl1"": 148, ""cyl2"": 98}",[],light,False,poor,18446.37,[],2019-07-19T09:00:00
insp_fe68be89d979,ves_639dedbb6886,wo_4b6222d85f45,,post_failure,tech,8.35,{},[],none,False,poor,1660.07,[],2021-05-12T10:00:00
insp_97bbd621a9cd,ves_639dedbb6886,wo_96fa03f43a9a,,post_failure,yard,6.76,{},[],none,False,poor,228.77,[],2021-05-06T12:00:00
insp_52edb2865fad,ves_2fdbac3b3834,wo_f2505a39bedc,,post_failure,tech,10.65,"{""cyl1"": 139, ""cyl2"": 158}",[],light,False,very_good,10169.26,[],2017-10-24T10:00:00
insp_166ac3f24d74,ves_2fdbac3b3834,wo_dfb80e4514be,,post_failure,yard,8.76,{},[],none,False,very_good,2235.46,[],2019-07-20T13:00:00
insp_57c98a86d512,ves_db4e6ff74619,wo_569360dba67e,,post_failure,tech,8.87,{},"[""fuel_dilution"", ""normal""]",light,False,fair,357.11,[],2021-06-16T14:00:00
insp_9e37de67c975,ves_db4e6ff74619,wo_3c4dfb1d0338,,survey,yard,19.51,{},"[""metal_elevated""]",light,False,fair,478.07,[],2019-09-20T11:00:00
insp_9c5a49d1f400,ves_db4e6ff74619,wo_7be32fa04c7f,,post_failure,yard,16.47,{},"[""fuel_dilution""]",light,False,fair,242.09,[],2020-03-18T08:00:00
insp_e24567f49cf2,ves_1921918c66fd,wo_676c40bbce17,,survey,tech,7.96,"{""cyl1"": 132, ""cyl2"": 189}","[""normal"", ""fuel_dilution""]",light,False,fair,20062.3,[],2023-12-24T13:00:00
insp_c0ce102b203a,ves_1921918c66fd,wo_fe3bcdb5fd17,,post_failure,tech,16.79,{},"[""coolant_trace""]",light,False,fair,402.29,[],2020-03-23T12:00:00
insp_31543c9b93d0,ves_1921918c66fd,wo_b3a86590d1ff,,survey,surveyor,8.52,{},[],none,False,fair,243.15,[],2014-10-12T15:00:00
insp_74cb94a7bf81,ves_1921918c66fd,wo_16a6dbc4ccd3,,salvage_intake,tech,8.84,{},"[""fuel_dilution""]",none,False,fair,285.94,[],2024-11-04T08:00:00
insp_2b6f826bef37,ves_1921918c66fd,wo_47fe975598c7,,salvage_intake,yard,3.28,{},"[""metal_elevated"", ""coolant_trace""]",severe,False,fair,5019.63,[],2019-12-14T08:00:00
insp_5f34a25179e3,ves_1921918c66fd,wo_e5a739e9399d,,survey,yard,14.25,{},"[""fuel_dilution""]",light,False,fair,1615.69,[],2020-06-02T16:00:00
insp_8717f80996e1,ves_f5b60a5cd058,wo_320abcb42179,,post_failure,tech,17.31,"{""cyl1"": 131, ""cyl2"": 174}","[""metal_elevated""]",none,False,good,4324.47,[],2014-01-15T09:00:00
insp_23e62186223c,ves_1accafbc0ba6,wo_fb8ab79d3c4f,,salvage_intake,tech,13.77,"{""cyl1"": 183, ""cyl2"": 125}","[""metal_elevated"", ""fuel_dilution""]",severe,False,good,2782.52,[],2020-08-08T08:00:00
insp_3d4ab929c4b9,ves_1accafbc0ba6,wo_1dff095b779b,,salvage_intake,surveyor,20.92,{},"[""normal""]",moderate,False,good,30694.61,"[""must_repair_before_use""]",2023-09-04T10:00:00
insp_f206cefbc281,ves_17e8eec11f5b,wo_b46ba4c98b4a,,post_failure,tech,13.6,"{""cyl1"": 121, ""cyl2"": 159}",[],light,False,good,27309.09,[],2015-11-13T08:00:00
insp_eb960bcc947e,ves_17e8eec11f5b,wo_281a7dc1bfab,,salvage_intake,insurer,7.06,{},"[""coolant_trace"", ""metal_elevated""]",moderate,False,good,1212.96,[],2023-10-08T13:00:00
insp_d410e3a1d285,ves_17e8eec11f5b,wo_428bcf9b39b7,,post_failure,insurer,6.01,{},"[""metal_elevated""]",none,False,good,5048.02,[],2021-09-25T10:00:00
insp_580032502403,ves_d7c4ee2ad2be,wo_4c32905d8981,,salvage_intake,yard,5.84,{},[],moderate,False,poor,822.85,[],2018-04-19T08:00:00
insp_2f918ffea78c,ves_d7c4ee2ad2be,wo_acb1f646d33b,,post_failure,yard,12.05,{},[],none,False,poor,41153.99,"[""must_repair_before_use""]",2025-05-13T16:00:00
insp_4a29d75ac198,ves_d7c4ee2ad2be,wo_e183496572e0,,post_failure,yard,10.47,{},[],moderate,False,poor,416.45,[],2022-07-09T11:00:00
insp_2897d5ec37f1,ves_d7c4ee2ad2be,wo_a6392793df6a,,post_failure,tech,6.37,{},[],none,False,poor,1743.01,[],2016-08-16T12:00:00
insp_5b5f2a4186fd,ves_d7c4ee2ad2be,wo_a37dec60351f,,post_failure,yard,21.5,{},"[""fuel_dilution""]",light,False,poor,31712.54,"[""must_repair_before_use""]",2025-06-19T10:00:00
insp_029b0b96dee0,ves_d7c4ee2ad2be,wo_c7c2c0c30714,,salvage_intake,yard,3.96,{},[],none,False,poor,1850.06,[],2021-01-20T16:00:00
insp_fbf05f774a13,ves_d7c4ee2ad2be,wo_2d22e67b84ca,,salvage_intake,yard,4.2,{},[],light,False,poor,836.29,[],2026-10-07T16:00:00
insp_014130e89aec,ves_77a199c0e3ed,wo_a961765fea4f,,pre_purchase,surveyor,23.74,"{""cyl1"": 144, ""cyl2"": 169}","[""coolant_trace"", ""metal_elevated""]",light,False,excellent,313.04,[],2025-01-01T13:00:00
insp_e3e51ad4b145,ves_77a199c0e3ed,wo_393a503562cd,,pre_purchase,surveyor,0.0,"{""cyl1"": 105, ""cyl2"": 134}",[],none,False,excellent,3822.83,[],2016-08-24T13:00:00
insp_5b9401a599ad,ves_77a199c0e3ed,wo_94f894a56991,,survey,tech,4.06,{},"[""coolant_trace""]",light,False,excellent,2436.56,[],2020-07-13T15:00:00
insp_675fcf220cc9,ves_77a199c0e3ed,wo_5449edbe1691,,post_failure,surveyor,25.21,{},"[""coolant_trace""]",none,False,excellent,12907.86,[],2014-02-19T11:00:00
insp_b74428e3fa52,ves_a2460794f440,wo_5d2268edad58,,post_failure,insurer,22.18,"{""cyl1"": 138, ""cyl2"": 127}","[""coolant_trace"", ""normal""]",none,False,good,1431.19,[],2021-07-05T12:00:00
insp_99f17f72563e,ves_a2460794f440,wo_6f5170fe4753,,pre_purchase,tech,7.7,{},"[""coolant_trace""]",none,False,good,1142.19,[],2019-09-16T12:00:00
insp_acf553db1631,ves_c08c99095735,wo_5799206984a8,,post_failure,surveyor,8.39,{},[],light,False,good,376.55,[],2026-01-11T13:00:00
insp_1baad17a4d4e,ves_3612ead8e9ed,wo_32bd7863bdbd,,post_failure,insurer,0.0,{},[],moderate,False,good,421.47,[],2026-11-04T12:00:00
insp_0fb348e8adb1,ves_3612ead8e9ed,wo_87059ff667c7,,salvage_intake,tech,16.97,{},[],severe,False,good,1577.15,[],2019-08-11T11:00:00
insp_d3cfd6364aac,ves_3612ead8e9ed,wo_a700c3edcee7,,survey,tech,17.19,{},"[""normal"", ""metal_elevated""]",light,False,good,10470.06,[],2014-02-07T10:00:00
insp_ea1cec4836f4,ves_2533e60bb6df,wo_b75fc357ac22,,post_failure,yard,0.17,{},"[""normal""]",light,False,very_good,742.86,[],2025-01-10T13:00:00
insp_bacf61761fee,ves_20a38aa96066,wo_9d6febda94b8,,post_failure,tech,4.96,{},[],none,False,good,2306.75,[],2014-01-12T13:00:00
insp_6e8ad43dc9d6,ves_20a38aa96066,wo_30cbee1dd3b6,,post_failure,tech,13.63,{},"[""normal""]",none,False,good,1487.28,[],2017-04-23T12:00:00
insp_cc7213af7c25,ves_c4619be62df3,wo_15a5f20eecc0,,survey,yard,15.84,{},[],moderate,False,fair,372.83,[],2014-11-08T09:00:00
insp_1ee588a8a218,ves_c4619be62df3,wo_856189a1d2ed,,post_failure,insurer,10.09,"{""cyl1"": 94, ""cyl2"": 182}",[],severe,False,fair,510.54,[],2022-11-19T11:00:00
insp_daafc4672400,ves_7327f6a1e3b7,wo_00f081de26a7,,post_failure,tech,1.14,"{""cyl1"": 158, ""cyl2"": 167}","[""fuel_dilution"", ""coolant_trace""]",light,False,excellent,1991.24,[],2018-08-14T13:00:00
insp_d3510f46bafc,ves_a020045e11d6,wo_6188e8e8fff2,,post_failure,tech,9.69,{},[],light,False,poor,4111.07,[],2021-01-01T15:00:00
insp_35e4f79bfc8e,ves_a020045e11d6,wo_a67f63bfc546,,post_failure,tech,2.16,{},[],light,False,poor,632.47,[],2014-05-08T11:00:00
insp_ac99d0aa64be,ves_a020045e11d6,wo_a8334e2f9c13,,post_failure,insurer,4.34,{},"[""fuel_dilution""]",moderate,False,poor,374.65,[],2018-02-12T14:00:00
insp_45f65bd8a2e0,ves_a020045e11d6,wo_3d6793ed6fd8,,salvage_intake,tech,2.44,{},"[""metal_elevated""]",light,False,poor,1889.7,[],2018-12-12T09:00:00
insp_e8b13d1fc130,ves_a020045e11d6,wo_635d80c5737a,,survey,tech,10.19,"{""cyl1"": 131, ""cyl2"": 130}","[""normal"", ""metal_elevated""]",none,False,poor,7549.18,[],2018-09-25T11:00:00
insp_a96d417d4b8a,ves_a020045e11d6,wo_a49b957de2ed,,post_failure,yard,0.0,{},"[""coolant_trace"", ""normal""]",none,False,poor,138.42,[],2021-02-18T13:00:00
insp_b883ca39b0a1,ves_8fe0f643c5ff,wo_bb61dde49a08,,post_failure,tech,7.03,{},"[""metal_elevated"", ""normal""]",none,False,good,610.78,[],2017-01-21T16:00:00
insp_dfd4d5817710,ves_b88419e8d846,wo_b0f4874e064f,,survey,tech,11.93,{},[],none,False,good,1255.37,[],2019-05-07T08:00:00
insp_3076faf87772,ves_9526a1193d55,wo_a09e6d4b9190,,survey,tech,3.9,{},"[""normal""]",none,False,good,1118.36,[],2021-01-03T13:00:00
insp_8921ae394270,ves_9526a1193d55,wo_84b007f95408,,post_failure,tech,5.55,{},"[""normal""]",none,False,good,283.94,[],2020-02-15T09:00:00
insp_fe5c16ea8901,ves_fa98e48e3784,wo_3c04f3d640ab,,post_failure,yard,16.61,{},[],moderate,False,excellent,31687.61,"[""must_repair_before_use""]",2019-05-09T09:00:00
insp_e3dbc76eaca6,ves_0c45064e6cae,wo_ed05dad7bb46,,post_failure,yard,4.48,{},[],light,False,fair,1312.98,[],2025-10-04T13:00:00
insp_a10d8081dcf5,ves_de73b5d85f11,wo_69690556d59a,,post_failure,yard,6.29,"{""cyl1"": 115, ""cyl2"": 152}",[],light,False,fair,1743.95,[],2015-01-08T16:00:00
insp_51006fe370f1,ves_47dd38bc93d1,wo_2a5b14f9a263,,post_failure,surveyor,16.92,{},"[""fuel_dilution"", ""coolant_trace""]",none,False,good,848.83,[],2021-07-24T11:00:00
insp_03ba2a26e3b5,ves_47dd38bc93d1,wo_9494333eb577,,survey,tech,17.23,{},"[""normal""]",moderate,False,good,1448.24,[],2020-05-13T16:00:00
insp_755247a2e0a5,ves_47dd38bc93d1,wo_109922adf816,,survey,surveyor,0.0,{},"[""fuel_dilution""]",none,False,good,1776.67,[],2026-09-05T13:00:00
insp_77c472ff5982,ves_db7f2ea119ee,wo_3a8b4a3bd5ec,,post_failure,tech,0.0,"{""cyl1"": 166, ""cyl2"": 168}","[""normal""]",none,False,fair,6295.53,[],2020-09-03T13:00:00
insp_f8dc350ee725,ves_db7f2ea119ee,wo_627c85a3d5c0,,salvage_intake,yard,16.34,"{""cyl1"": 135, ""cyl2"": 123}",[],moderate,False,fair,3210.51,[],2025-12-03T11:00:00
insp_cfd8950879ed,ves_db7f2ea119ee,wo_3c94aac61c94,,survey,insurer,0.0,{},"[""normal"", ""fuel_dilution""]",light,False,fair,229.41,[],2014-01-07T13:00:00
insp_520588cc9605,ves_db7f2ea119ee,wo_0caeb7c8e4a8,,post_failure,tech,6.02,{},"[""coolant_trace""]",moderate,False,fair,942.4,[],2019-06-01T08:00:00
insp_787546ed862f,ves_db7f2ea119ee,wo_266fa9cf6d9b,,salvage_intake,yard,14.38,"{""cyl1"": 138, ""cyl2"": 117}","[""normal"", ""metal_elevated""]",none,False,fair,1884.96,[],2018-06-24T14:00:00
insp_3406ce076f25,ves_f818311096eb,wo_d7bf05378a4f,,survey,yard,26.02,{},[],light,False,fair,9609.52,[],2020-03-18T13:00:00
insp_b004edd1b5cc,ves_f818311096eb,wo_e16b1dcebbbb,,pre_purchase,surveyor,6.39,{},"[""metal_elevated""]",none,False,fair,1288.81,[],2015-06-08T12:00:00
insp_e144c0cd8a49,ves_c81e426430b1,wo_98bfc07a96f6,,post_failure,tech,9.15,{},"[""fuel_dilution""]",moderate,False,good,516.27,[],2019-10-05T11:00:00
insp_fa6169de8748,ves_c81e426430b1,wo_3850692e5cf4,,post_failure,tech,12.33,{},[],none,False,good,1325.41,[],2023-06-19T14:00:00
insp_b23f39c62d6f,ves_c81e426430b1,wo_c59f0db72bda,,salvage_intake,surveyor,6.3,{},"[""normal"", ""metal_elevated""]",light,False,good,291.09,[],2026-05-01T12:00:00
insp_7ea821792477,ves_745f1112bbc3,wo_0744eb11a3f8,,post_failure,surveyor,8.77,{},"[""coolant_trace""]",none,False,excellent,304.43,[],2024-03-08T09:00:00
insp_99dad945f38e,ves_1ebac5e1a69b,wo_f995e5b45a45,,post_failure,insurer,5.96,{},"[""fuel_dilution""]",light,False,very_good,2079.05,[],2020-01-20T16:00:00
insp_fad28380f2bd,ves_682af3d576a3,wo_6ace88041fdf,,salvage_intake,tech,6.63,"{""cyl1"": 161, ""cyl2"": 101}","[""fuel_dilution""]",severe,False,fair,27789.04,[],2015-08-03T09:00:00
insp_8886431d2f84,ves_682af3d576a3,wo_c4e546157728,,post_failure,tech,7.81,"{""cyl1"": 161, ""cyl2"": 131}","[""coolant_trace"", ""fuel_dilution""]",moderate,False,fair,33433.46,[],2024-02-07T10:00:00
insp_7f5357241892,ves_682af3d576a3,wo_31abe5f4094d,,salvage_intake,surveyor,15.87,{},"[""normal"", ""fuel_dilution""]",light,False,fair,15349.46,[],2017-04-06T09:00:00
insp_85ac124f60bc,ves_682af3d576a3,wo_1e1c1ffc5a77,,post_failure,tech,17.04,{},[],light,False,fair,1962.45,[],2015-01-20T10:00:00
insp_863bb22a3344,ves_0158b9b12d3f,wo_c1c0c2a639d3,,post_failure,tech,11.2,{},"[""normal""]",none,False,very_good,1669.15,[],2026-09-12T13:00:00
insp_98fada90c7fe,ves_0158b9b12d3f,wo_b923ebd0cb18,,salvage_intake,yard,15.19,{},[],none,False,very_good,4511.77,[],2023-03-25T13:00:00
insp_16543a73821d,ves_d57a4c54bbac,wo_1efc05169cae,,post_failure,yard,4.64,{},[],light,False,very_good,3960.29,[],2024-03-24T14:00:00
insp_004884f98eeb,ves_d57a4c54bbac,wo_df90c7fcc903,,salvage_intake,surveyor,12.32,{},"[""fuel_dilution""]",none,False,very_good,1178.1,[],2025-08-01T14:00:00
insp_2c7c6a2aff15,ves_cc7dc66c9073,wo_dad63b7e6977,,survey,tech,7.06,{},"[""coolant_trace""]",severe,False,very_good,3022.71,[],2025-11-25T08:00:00
insp_f891a83973a7,ves_a8d6745c5f86,wo_1b4c7f5d563a,,salvage_intake,tech,21.68,{},"[""coolant_trace"", ""fuel_dilution""]",moderate,False,fair,25308.63,"[""must_repair_before_use""]",2018-03-21T12:00:00
insp_2b7a1061496a,ves_a8d6745c5f86,wo_92e195fb87c6,,pre_purchase,tech,0.0,{},[],light,False,fair,2252.54,[],2015-03-11T10:00:00
insp_a2faad245e6c,ves_f3194d79136b,wo_7345586f251b,,post_failure,surveyor,21.9,{},[],none,False,excellent,17212.21,"[""must_repair_before_use""]",2023-06-11T10:00:00
insp_9b1ccafdb2ff,ves_f3194d79136b,wo_dff6afa4bc03,,salvage_intake,tech,2.71,{},[],severe,False,excellent,1103.06,[],2025-04-04T14:00:00
insp_7f96d363dece,ves_6c6e0487ad92,wo_c73863f01988,,post_failure,tech,4.56,{},"[""metal_elevated"", ""coolant_trace""]",moderate,False,good,1457.67,"[""must_repair_before_use""]",2021-07-11T08:00:00
insp_d122c03e638c,ves_6c6e0487ad92,wo_26a9369cd9d5,,survey,insurer,10.72,{},"[""metal_elevated"", ""fuel_dilution""]",none,False,good,1118.65,[],2024-08-02T14:00:00
insp_51579171af82,ves_caa27a35890d,wo_dea335f8f84c,,salvage_intake,tech,7.53,{},"[""normal"", ""metal_elevated""]",moderate,False,fair,357.06,[],2020-10-23T14:00:00
insp_41a8a47c143e,ves_caa27a35890d,wo_4cfc12939c69,,post_failure,yard,11.32,{},"[""normal"", ""coolant_trace""]",none,False,fair,1574.38,[],2022-03-25T10:00:00
insp_3af284bfd57a,ves_caa27a35890d,wo_0c23396f6323,,post_failure,tech,4.6,"{""cyl1"": 130, ""cyl2"": 153}","[""fuel_dilution""]",moderate,False,fair,4001.36,[],2018-11-08T08:00:00
insp_d9e6ee86e54a,ves_caa27a35890d,wo_0806aa2fc251,,post_failure,tech,10.69,"{""cyl1"": 134, ""cyl2"": 135}","[""fuel_dilution"", ""normal""]",none,False,fair,3490.97,[],2017-10-15T08:00:00
insp_ac61a2528784,ves_1719a1517323,wo_f5d2c2c44a24,,survey,tech,13.43,{},"[""metal_elevated""]",none,False,excellent,1480.48,[],2022-05-11T12:00:00
insp_ca58d3c48abe,ves_1719a1517323,wo_95bdf4c7bb9b,,post_failure,insurer,7.75,"{""cyl1"": 154, ""cyl2"": 140}",[],light,False,excellent,1324.03,[],2022-09-02T10:00:00
insp_a6b793f30ac6,ves_1719a1517323,wo_a5d77d7cf388,,survey,tech,23.64,{},[],none,False,excellent,1093.63,"[""must_repair_before_use""]",2016-12-04T09:00:00
insp_36d8c280c9e1,ves_39a30a8628e7,wo_448550a84db2,,survey,tech,4.08,{},[],light,False,fair,968.22,[],2022-01-06T14:00:00
insp_433a76563881,ves_39a30a8628e7,wo_e7e90503ef87,,post_failure,surveyor,6.05,{},"[""normal""]",none,False,fair,5414.39,[],2021-03-07T13:00:00
insp_f8b03a843d28,ves_39a30a8628e7,wo_f95917669ef4,,survey,surveyor,0.0,{},[],light,False,fair,370.05,[],2018-06-09T10:00:00
insp_545229c99653,ves_39a30a8628e7,wo_ccf723a8ba0e,,survey,insurer,2.2,"{""cyl1"": 115, ""cyl2"": 117}",[],light,False,fair,2674.75,[],2020-12-21T10:00:00
insp_24eaf7a6be22,ves_39a30a8628e7,wo_68392f60d53f,,salvage_intake,surveyor,17.06,{},"[""coolant_trace""]",light,False,fair,17700.99,[],2026-04-03T15:00:00
insp_218a4e8666c4,ves_39a30a8628e7,wo_d0176eb9c890,,post_failure,tech,19.05,{},"[""fuel_dilution""]",none,False,fair,852.93,[],2018-06-04T12:00:00
insp_cf8445dd61ca,ves_39a30a8628e7,wo_aa17ed7e5f62,,salvage_intake,yard,16.29,{},"[""normal""]",none,False,fair,759.17,[],2023-05-25T13:00:00
insp_18d06e21d283,ves_39a30a8628e7,wo_19ec2a6b930b,,survey,tech,3.28,{},[],light,False,fair,641.93,[],2022-03-13T10:00:00
insp_f221c824992e,ves_39a30a8628e7,wo_73eccc9c8a11,,survey,yard,3.76,"{""cyl1"": 158, ""cyl2"": 141}","[""metal_elevated""]",moderate,False,fair,8220.94,[],2015-08-25T09:00:00
insp_6248b5402236,ves_44db03b0d579,wo_f9b0808e2b0c,,survey,yard,4.35,{},[],moderate,False,poor,1708.14,"[""must_repair_before_use""]",2019-09-04T10:00:00
insp_617eab540155,ves_44db03b0d579,wo_2c90dbf20212,,salvage_intake,yard,9.66,{},"[""coolant_trace""]",none,False,poor,1266.44,[],2023-04-05T13:00:00
insp_68b14e8f6b71,ves_44db03b0d579,wo_8c5cd922fdfb,,salvage_intake,yard,1.89,"{""cyl1"": 174, ""cyl2"": 125}",[],none,False,poor,328.97,[],2024-08-06T15:00:00
insp_f72c301f270b,ves_44db03b0d579,wo_c013095fd236,,post_failure,yard,10.89,"{""cyl1"": 158, ""cyl2"": 123}","[""normal""]",light,False,poor,2976.2,[],2018-11-04T10:00:00
insp_89c2662aedf0,ves_b8e23f1e27cc,wo_4616c1af4a7f,,post_failure,tech,10.22,{},"[""fuel_dilution"", ""metal_elevated""]",severe,False,good,1714.5,[],2019-02-16T14:00:00
insp_0cacafa3c187,ves_ce23d2d6f929,wo_3d7e7c6b5452,,post_failure,yard,14.12,{},[],severe,False,excellent,1548.98,[],2023-12-06T16:00:00
insp_134b01c9e66a,ves_ce23d2d6f929,wo_67158cfeaf54,,post_failure,yard,6.56,"{""cyl1"": 160, ""cyl2"": 145}","[""coolant_trace"", ""fuel_dilution""]",light,False,excellent,33880.98,[],2023-12-17T12:00:00
insp_e003dd21f8e1,ves_9fd00de24825,wo_9c67236fcefd,,post_failure,tech,11.55,{},[],light,False,good,1183.07,[],2026-09-17T11:00:00
insp_337b9f2e744b,ves_9fd00de24825,wo_220e247b5180,,post_failure,tech,9.52,{},"[""fuel_dilution"", ""coolant_trace""]",severe,False,good,1877.69,"[""must_repair_before_use""]",2017-03-11T16:00:00
insp_edc4f9be1dcb,ves_9fd00de24825,wo_de1d5b0966aa,,post_failure,yard,10.15,{},[],moderate,False,good,2403.09,[],2024-07-14T15:00:00
insp_445bfd24a023,ves_f3afcfbabeb0,wo_72b1a74feb03,,post_failure,surveyor,4.05,"{""cyl1"": 165, ""cyl2"": 93}",[],light,False,excellent,6661.08,[],2018-01-18T10:00:00
insp_9f9cc5dcc458,ves_f3afcfbabeb0,wo_55314764044d,,survey,tech,5.58,{},[],moderate,False,excellent,474.43,[],2019-04-08T08:00:00
insp_d87fa1089b5c,ves_f106ef847632,wo_c0a87c479b06,,post_failure,yard,20.72,{},"[""coolant_trace"", ""metal_elevated""]",light,False,excellent,852.25,[],2026-10-07T09:00:00
insp_ef33364af93a,ves_5289c5a3faac,wo_d98807356e7b,,post_failure,tech,0.0,"{""cyl1"": 127, ""cyl2"": 102}","[""coolant_trace""]",light,False,good,2467.43,[],2022-02-04T10:00:00
insp_c984a3fbfbba,ves_514b5f861b5b,wo_baaffcd05305,,post_failure,tech,24.28,{},"[""normal"", ""fuel_dilution""]",severe,False,fair,32225.9,"[""must_repair_before_use""]",2018-07-03T13:00:00
insp_04ff296dc448,ves_514b5f861b5b,wo_6836f0a531cb,,post_failure,tech,23.54,{},"[""normal""]",none,False,fair,17646.99,[],2017-02-20T13:00:00
insp_8ff4d9362427,ves_05824b32d00a,wo_ed870cfcd97c,,post_failure,yard,10.37,{},"[""coolant_trace""]",moderate,False,excellent,308.06,[],2026-11-04T09:00:00
insp_c3528facaa8d,ves_05824b32d00a,wo_dad5eb3f5c4e,,post_failure,yard,5.63,{},"[""metal_elevated"", ""fuel_dilution""]",moderate,False,excellent,1595.38,[],2017-02-08T08:00:00
insp_41d8feaca744,ves_05824b32d00a,wo_c6a470089197,,post_failure,tech,6.35,{},[],none,False,excellent,1555.2,[],2015-03-25T10:00:00
