salvage_candidate_id,vessel_id,part_component_id,detected_after_event,event_type,preliminary_salvage_score,exclusion_reason,expected_used_price,expected_sell_prob,created_at,salvageable_label
sc_d5e78ccf8fe7,ves_39a30a8628e7,pinst_84f29da847c0,decommission,other,0.44,,43.33,0.466,2026-03-03T00:00:00,0
sc_730a4c52072b,ves_39a30a8628e7,pinst_ec20c9a6fec5,decommission,other,0.297,,28.6,0.386,2026-03-26T00:00:00,0
sc_69f157786100,ves_39a30a8628e7,pinst_894d4e2b1bea,decommission,other,0.321,,25.28,0.414,2026-03-23T00:00:00,0
sc_83898bd83496,ves_39a30a8628e7,pinst_fec252041328,decommission,other,0.612,,38.66,0.454,2026-03-04T00:00:00,1
sc_89f5eeb8dda5,ves_39a30a8628e7,pinst_13f4ffd54196,decommission,other,0.46,,11.74,0.45,2026-01-11T00:00:00,1
sc_42f690095b2c,ves_39a30a8628e7,pinst_494d2ab49ce2,decommission,other,0.378,,94.55,0.37,2026-02-13T00:00:00,0
sc_2b720d0315a1,ves_39a30a8628e7,pinst_cdbccdd70a53,decommission,other,0.294,,20.05,0.366,2026-02-27T00:00:00,0
sc_8534e89342c1,ves_39a30a8628e7,pinst_25f6a995f39a,decommission,other,0.267,,251.16,0.361,2026-03-04T00:00:00,0
sc_c8000bb86695,ves_39a30a8628e7,pinst_80450b20f7a6,decommission,other,0.01,failure_localization_penalty,5.38,0.411,2026-01-02T00:00:00,0
sc_3f316fab140d,ves_39a30a8628e7,pinst_28f62e6f369d,decommission,other,0.346,,8.88,0.405,2026-03-10T00:00:00,0
sc_4af0dabccf67,ves_39a30a8628e7,pinst_13877e28773f,decommission,other,0.319,,423.36,0.1,2026-02-14T00:00:00,0
sc_b222ff7abf6c,ves_39a30a8628e7,pinst_6813c46c9ff1,decommission,other,0.386,,42.36,0.1,2026-01-08T00:00:00,0
sc_e163b95eef61,ves_39a30a8628e7,pinst_7600a6bc8b0b,decommission,other,0.01,failure_localization_penalty,78.57,0.399,2026-01-19T00:00:00,0
sc_8c74c7b4d590,ves_39a30a8628e7,pinst_007ec05a7933,decommission,other,0.072,failure_localization_penalty,2.0,0.411,2026-01-27T00:00:00,0
sc_7629f9a79a07,ves_39a30a8628e7,pinst_6b54445b90c8,decommission,other,0.531,,20.28,0.536,2026-02-02T00:00:00,1
sc_1bf8faf108a7,ves_39a30a8628e7,pinst_6effc5cc6611,decommission,other,0.385,,12.09,0.402,2026-03-03T00:00:00,0
sc_f256bd299538,ves_39a30a8628e7,pinst_ecd5bf355569,decommission,other,0.63,,70.97,0.475,2026-02-12T00:00:00,1
sc_a6305e7ea23d,ves_39a30a8628e7,pinst_ffff4a835275,decommission,other,0.01,failure_localization_penalty,2.84,0.418,2026-01-02T00:00:00,0
sc_f6011e0534e7,ves_39a30a8628e7,pinst_50e45f71b67b,decommission,other,0.463,,10.3,0.2,2026-02-27T00:00:00,1
sc_ab1a67130a67,ves_39a30a8628e7,pinst_a57911a3258f,decommission,other,0.01,poor_condition,9.86,0.1,2026-03-01T00:00:00,0
sc_b2cf169fe997,ves_3a6993455382,pinst_e4f561e47928,decommission,fire,0.128,,14.05,0.461,2026-01-23T00:00:00,0
sc_eb04b96b2d75,ves_3a6993455382,pinst_8f8b248b325e,decommission,fire,0.175,,23.84,0.466,2026-01-19T00:00:00,0
sc_e1f83218ac48,ves_3a6993455382,pinst_8c0361260368,decommission,fire,0.01,poor_condition,10.16,0.386,2026-01-26T00:00:00,0
sc_eabe14a4ff6a,ves_3a6993455382,pinst_a565950faf0e,decommission,fire,0.059,poor_condition,20.75,0.514,2026-03-06T00:00:00,0
sc_b453eff4c2d5,ves_3a6993455382,pinst_8dc372bce82c,decommission,fire,0.01,poor_condition,8.05,0.454,2026-02-17T00:00:00,0
sc_c5eb421524ea,ves_3a6993455382,pinst_ff8aee68fa44,decommission,fire,0.01,poor_condition,3.05,0.45,2026-02-23T00:00:00,0
sc_f50243ec0302,ves_3a6993455382,pinst_19e04ca1e1bf,decommission,fire,0.213,,120.33,0.47,2026-02-07T00:00:00,0
sc_69fd7dc0ac30,ves_3a6993455382,pinst_eeb4b57bd8e5,decommission,fire,0.01,poor_condition,91.59,0.2,2026-02-23T00:00:00,0
sc_bdfe77755d22,ves_3a6993455382,pinst_648348e8338a,decommission,fire,0.063,poor_condition,17.8,0.2,2026-03-18T00:00:00,0
sc_7b7ba5485206,ves_3a6993455382,pinst_23cbd458f416,decommission,fire,0.048,poor_condition,61.37,0.474,2026-01-21T00:00:00,0
sc_959175352c96,ves_3a6993455382,pinst_448db43de819,decommission,fire,0.01,poor_condition,8.05,0.492,2026-01-18T00:00:00,0
sc_e46271b1295e,ves_3a6993455382,pinst_b90df502683c,decommission,fire,0.01,poor_condition,4.04,0.392,2026-02-28T00:00:00,0
sc_32530a0a48d3,ves_3a6993455382,pinst_2b74ca9ce3ff,decommission,fire,0.01,poor_condition,16.1,0.2,2026-02-26T00:00:00,0
sc_da5d48d83f31,ves_3a6993455382,pinst_109513efe4c5,decommission,fire,0.01,poor_condition,21.65,0.492,2026-02-19T00:00:00,0
sc_4f3c1e67e635,ves_3a6993455382,pinst_b95cad4f7d1b,decommission,fire,0.326,,45.74,0.1,2026-02-12T00:00:00,0
sc_c56018ba149c,ves_3a6993455382,pinst_d3c6b0ef3a89,decommission,fire,0.312,,53.87,0.363,2026-03-21T00:00:00,0
sc_c4cd491d63ab,ves_3a6993455382,pinst_2372d0eb22ff,decommission,fire,0.01,failure_localization_penalty,83.69,0.358,2026-01-20T00:00:00,0
sc_45ce50c7bdc4,ves_3a6993455382,pinst_b3945aed51b5,decommission,fire,0.01,failure_localization_penalty,95.65,0.361,2026-01-27T00:00:00,0
sc_cd006ee00bb5,ves_3a6993455382,pinst_158d16c7d7f6,decommission,fire,0.01,failure_localization_penalty,13.45,0.354,2026-02-13T00:00:00,0
sc_71d287a5b6bf,ves_3a6993455382,pinst_51176eebf577,decommission,fire,0.326,,8.51,0.366,2026-02-07T00:00:00,0
sc_fe426f74a1c7,ves_3a6993455382,pinst_1c0357255fd2,decommission,fire,0.269,,8.67,0.369,2026-01-20T00:00:00,0
sc_684742b9abb5,ves_3a6993455382,pinst_72ef8f4630ba,decommission,fire,0.247,,13.83,0.362,2026-03-16T00:00:00,0
sc_eb46383e9f89,ves_3a6993455382,pinst_0d37d42b3048,decommission,fire,0.368,,20.48,0.372,2026-02-13T00:00:00,0
sc_ca00f92cd2e3,ves_3a6993455382,pinst_c7f595624d2c,decommission,fire,0.455,,47.87,0.1,2026-01-12T00:00:00,1
sc_fc493c00f504,ves_3a6993455382,pinst_a205e9556da7,decommission,fire,0.26,,50.15,0.449,2026-02-16T00:00:00,0
sc_a3086ce5f2f3,ves_3a6993455382,pinst_4a2d42320e9f,decommission,fire,0.111,poor_condition,221.44,0.368,2026-01-28T00:00:00,0
sc_54ef9568f276,ves_3a6993455382,pinst_67b254876611,decommission,fire,0.603,,12.66,0.511,2026-02-19T00:00:00,1
sc_2ae4971287b3,ves_3a6993455382,pinst_9edab80d47eb,decommission,fire,0.12,poor_condition,55.69,0.1,2026-01-15T00:00:00,0
sc_b2c817e59061,ves_3a6993455382,pinst_b2dae04d9a13,decommission,fire,0.372,,8.35,0.436,2026-01-21T00:00:00,0
sc_36f60e23a4f8,ves_3a6993455382,pinst_82d68042cfd2,decommission,fire,0.371,,11.77,0.402,2026-03-13T00:00:00,0
sc_b08e510bc7e8,ves_3a6993455382,pinst_6c266484d80f,decommission,fire,0.679,,133.55,0.461,2026-02-18T00:00:00,1
sc_f0864b53fcad,ves_3a6993455382,pinst_458b42f4e378,decommission,fire,0.123,,4.56,0.2,2026-03-26T00:00:00,0
sc_a90c16ffe37b,ves_3a7ff6f2c502,pinst_2a95aeeb36cd,decommission,submersion,0.563,,47.32,0.611,2026-01-02T00:00:00,1
sc_24b87ac2e878,ves_3a7ff6f2c502,pinst_cec96d9fee4b,decommission,submersion,0.558,,52.03,0.466,2026-03-16T00:00:00,1
sc_26437a8259b1,ves_3a7ff6f2c502,pinst_127b46432a81,decommission,submersion,0.391,,34.64,0.386,2026-02-16T00:00:00,0
sc_488967f3ae3b,ves_3a7ff6f2c502,pinst_23e949f11622,decommission,submersion,0.545,,69.3,0.514,2026-01-17T00:00:00,1
sc_b7f710607346,ves_3a7ff6f2c502,pinst_c773bdcd6165,decommission,submersion,0.636,,39.89,0.454,2026-03-13T00:00:00,1
sc_1bc687c6aeae,ves_3a7ff6f2c502,pinst_bc0a22a6da8c,decommission,submersion,0.515,,12.81,0.45,2026-01-15T00:00:00,1
sc_c01bdc0f44d7,ves_3a7ff6f2c502,pinst_912636437cc7,decommission,submersion,0.474,,111.71,0.37,2026-03-05T00:00:00,1
sc_11fba348dc2b,ves_3a7ff6f2c502,pinst_4353cd52e5d3,decommission,submersion,0.326,,21.5,0.1,2026-03-28T00:00:00,0
sc_d74cc4111b70,ves_3a7ff6f2c502,pinst_60d459619ad1,decommission,submersion,0.617,,51.0,0.47,2026-03-10T00:00:00,1
sc_f87520476f70,ves_3a7ff6f2c502,pinst_0a6401005739,decommission,submersion,0.01,poor_condition,27.33,0.361,2026-02-06T00:00:00,0
sc_af3714181968,ves_3a7ff6f2c502,pinst_4177b5539c46,decommission,submersion,0.292,,27.83,0.511,2026-01-27T00:00:00,0
sc_8a924438a58f,ves_3a7ff6f2c502,pinst_47c730b5082f,decommission,submersion,0.374,,9.37,0.405,2026-01-21T00:00:00,0
sc_e0f728247759,ves_3a7ff6f2c502,pinst_245e42d238df,decommission,submersion,0.171,,82.85,0.1,2026-03-04T00:00:00,0
sc_581db5a7c587,ves_3a7ff6f2c502,pinst_230792a71743,decommission,submersion,0.688,,123.31,0.2,2026-03-27T00:00:00,1
sc_1db42f0e32f5,ves_3a7ff6f2c502,pinst_ec97a437f4d7,decommission,submersion,0.179,,568.98,0.399,2026-01-20T00:00:00,0
sc_06e0635bb206,ves_3a7ff6f2c502,pinst_18f5ccbfc3c3,decommission,submersion,0.241,,6.56,0.511,2026-03-08T00:00:00,0
sc_22fd114c1fe6,ves_3a7ff6f2c502,pinst_653b4c4f0148,decommission,submersion,0.01,failure_localization_penalty,32.88,0.1,2026-02-23T00:00:00,0
sc_c986c4e62a6f,ves_3a7ff6f2c502,pinst_a6688f770454,decommission,submersion,0.553,,20.93,0.536,2026-02-06T00:00:00,1
sc_603af7775571,ves_3a7ff6f2c502,pinst_6ca00e9e787a,decommission,submersion,0.248,,8.98,0.402,2026-02-21T00:00:00,0
sc_28770f4349f9,ves_3a7ff6f2c502,pinst_70cfa880670d,decommission,submersion,0.511,,106.36,0.461,2026-01-02T00:00:00,1
sc_ec7ea8f291f9,ves_3a7ff6f2c502,pinst_6f52f8f41760,decommission,submersion,0.407,,9.35,0.2,2026-03-08T00:00:00,0
sc_fe81eafedcee,ves_3af9832970a7,pinst_618ce478090e,decommission,fire,0.626,,51.52,0.611,2026-02-08T00:00:00,1
sc_bd0a06a0c861,ves_3af9832970a7,pinst_46ab1591d253,decommission,fire,0.622,,74.24,0.616,2026-03-27T00:00:00,1
sc_a6445c898fac,ves_3af9832970a7,pinst_480cec32b50d,decommission,fire,0.087,poor_condition,28.05,0.486,2026-02-22T00:00:00,0
sc_e7d8ff69938d,ves_3af9832970a7,pinst_2923b8e95cf0,decommission,fire,0.01,poor_condition,15.82,0.514,2026-01-09T00:00:00,0
sc_ea419434b39d,ves_3af9832970a7,pinst_9263b405e06a,decommission,fire,0.25,,31.14,0.604,2026-03-12T00:00:00,0
sc_a314ff8d608e,ves_3af9832970a7,pinst_dfd35a833d11,decommission,fire,0.01,poor_condition,3.05,0.45,2026-03-09T00:00:00,0
sc_2706004c7f66,ves_3af9832970a7,pinst_cd8fa4db7220,decommission,fire,0.673,,46.09,0.502,2026-03-03T00:00:00,1
sc_085d1dca0b9a,ves_3af9832970a7,pinst_c72e0d46138d,decommission,fire,0.611,,130.55,0.2,2026-02-14T00:00:00,1
sc_4e3697777b1c,ves_3af9832970a7,pinst_7c90c6d62b3a,decommission,fire,0.01,poor_condition,27.33,0.361,2026-03-10T00:00:00,0
sc_80160761eb98,ves_3af9832970a7,pinst_f4e2a154477e,decommission,fire,0.024,failure_localization_penalty,299.25,0.399,2026-01-16T00:00:00,0
sc_96f88436dede,ves_3af9832970a7,pinst_3f6dbee6a3c4,decommission,fire,0.245,,6.63,0.511,2026-03-18T00:00:00,0
sc_025ff705b4a3,ves_3af9832970a7,pinst_4304971a80fb,decommission,fire,0.472,,18.5,0.536,2026-02-17T00:00:00,1
sc_b24f23c30dbb,ves_3af9832970a7,pinst_274300e0e7de,decommission,fire,0.482,,26.53,0.502,2026-01-09T00:00:00,1
sc_b31843f6d4a3,ves_3af9832970a7,pinst_bcf99bfc0ca7,decommission,fire,0.694,,76.88,0.475,2026-01-04T00:00:00,1
sc_8094d4aaa47e,ves_3af9832970a7,pinst_509058882ae3,decommission,fire,0.2,,11.59,0.518,2026-01-19T00:00:00,0
sc_ae81f2938fef,ves_3af9832970a7,pinst_7ad0602458a8,decommission,fire,0.561,,169.18,0.35,2026-03-02T00:00:00,1
sc_0d1b446b89b6,ves_3af9832970a7,pinst_103e2617a7a2,decommission,fire,0.679,,18.22,0.35,2026-01-08T00:00:00,1
sc_e0717ae46a76,ves_3b55868eb9cb,pinst_410fbab56e53,failure,other,0.485,,32.22,0.461,2026-01-03T00:00:00,1
sc_3bc7d9def6be,ves_3b55868eb9cb,pinst_c6cbc87973d7,failure,other,0.316,,34.21,0.466,2026-02-18T00:00:00,0
sc_649ede76a988,ves_3b55868eb9cb,pinst_5343eeec0fb8,failure,other,0.446,,38.21,0.386,2026-03-25T00:00:00,0
sc_f2de6856d175,ves_3b55868eb9cb,pinst_3afd1202daa6,failure,other,0.66,,80.87,0.514,2026-01-24T00:00:00,1
sc_8fae72179d3d,ves_3b55868eb9cb,pinst_94564c34f38e,failure,other,0.01,poor_condition,1.24,0.354,2026-02-18T00:00:00,0
sc_dfbd4f68917f,ves_3b55868eb9cb,pinst_0a2e683f3583,failure,other,0.336,,5.04,0.35,2026-01-19T00:00:00,0
sc_30341af46fb8,ves_3b55868eb9cb,pinst_f2d9bf1d724c,failure,other,0.416,,188.19,0.47,2026-02-17T00:00:00,0
sc_a9959912ecbf,ves_3b55868eb9cb,pinst_4f49457f9868,failure,other,0.637,,66.14,0.466,2026-01-21T00:00:00,1
sc_e1ed5cdaa27e,ves_3b55868eb9cb,pinst_e860e314af82,failure,other,0.01,poor_condition,27.33,0.361,2026-01-01T00:00:00,0
sc_738f0c0ec721,ves_3b55868eb9cb,pinst_e8d06df52041,failure,other,0.494,,40.6,0.511,2026-03-20T00:00:00,1
sc_fdc712ed3f11,ves_3b55868eb9cb,pinst_7b5e6386f60d,failure,other,0.314,,8.31,0.405,2026-02-18T00:00:00,0
sc_81118ff8d14d,ves_3b55868eb9cb,pinst_bd057b63ba0e,failure,other,0.383,,482.13,0.1,2026-03-15T00:00:00,0
sc_a3e007f698d6,ves_3b55868eb9cb,pinst_0f614118b645,failure,other,0.598,,109.95,0.2,2026-03-04T00:00:00,1
sc_4325710c281d,ves_3b55868eb9cb,pinst_bacd0976f5c7,failure,other,0.019,poor_condition,82.88,0.399,2026-02-17T00:00:00,0
sc_5fc27c4e3cc2,ves_3b55868eb9cb,pinst_465a6a69f337,failure,other,0.313,,4.18,0.411,2026-01-15T00:00:00,0
sc_cd579156be68,ves_3b55868eb9cb,pinst_0941f4628395,failure,other,0.482,,18.79,0.536,2026-02-27T00:00:00,1
sc_d840a15a83df,ves_3b55868eb9cb,pinst_49561a05dbc7,failure,other,0.33,,10.84,0.402,2026-01-07T00:00:00,0
sc_cea3b2514595,ves_3b55868eb9cb,pinst_9c9636b9fc3d,failure,other,0.582,,66.66,0.475,2026-02-26T00:00:00,1
sc_301dc8d7b954,ves_3b55868eb9cb,pinst_d434691bedcc,failure,other,0.456,,20.16,0.518,2026-03-14T00:00:00,1
sc_a6f5dc6c77ec,ves_3b55868eb9cb,pinst_87d06516706d,failure,other,0.665,,194.03,0.35,2026-02-20T00:00:00,1
sc_542c137397cb,ves_3b55868eb9cb,pinst_75f70508e269,failure,other,0.364,,8.63,0.2,2026-03-28T00:00:00,0
sc_e1b1bebca0b9,ves_3bbe6cb0319e,pinst_106663aac54e,decommission,fire,0.153,,15.33,0.461,2026-02-15T00:00:00,0
sc_4c182f579f85,ves_3bbe6cb0319e,pinst_03d0c6788b69,decommission,fire,0.155,,29.19,0.616,2026-03-14T00:00:00,0
sc_2a1b44616123,ves_3bbe6cb0319e,pinst_97713731a9d5,decommission,fire,0.01,poor_condition,18.87,0.486,2026-03-03T00:00:00,0
sc_d30844e335eb,ves_3bbe6cb0319e,pinst_a0e5b76c9452,decommission,fire,0.01,poor_condition,8.52,0.414,2026-02-24T00:00:00,0
sc_c4c303081da0,ves_3bbe6cb0319e,pinst_2b05f3318aff,decommission,fire,0.01,poor_condition,8.05,0.454,2026-03-21T00:00:00,0
sc_4bbf33e20ad2,ves_3bbe6cb0319e,pinst_abb99e985aa7,decommission,fire,0.01,poor_condition,3.05,0.45,2026-01-19T00:00:00,0
sc_b47d5fef595c,ves_3bbe6cb0319e,pinst_2bd3e60f321a,decommission,fire,0.102,poor_condition,83.28,0.47,2026-03-25T00:00:00,0
sc_d896dbb47c6f,ves_3bbe6cb0319e,pinst_6c25409200c1,decommission,fire,0.501,,29.42,0.366,2026-01-24T00:00:00,1
sc_77d5c194fed5,ves_3bbe6cb0319e,pinst_7c64788595fb,decommission,fire,0.01,failure_localization_penalty,95.65,0.361,2026-02-23T00:00:00,0
sc_a6ab305b5c94,ves_3bbe6cb0319e,pinst_918d84d7ff6a,decommission,fire,0.658,,50.93,0.511,2026-03-17T00:00:00,1
sc_d3e84dc0d30d,ves_3bbe6cb0319e,pinst_68facc8522ff,decommission,fire,0.549,,23.23,0.505,2026-02-15T00:00:00,1
sc_06e22c4f0e09,ves_3bbe6cb0319e,pinst_f6b982d08e88,decommission,fire,0.388,,486.04,0.1,2026-03-11T00:00:00,0
sc_646c6038323e,ves_3bbe6cb0319e,pinst_70a050a10422,decommission,fire,0.494,,94.69,0.2,2026-02-24T00:00:00,1
sc_75508c542f20,ves_3bbe6cb0319e,pinst_afdeaeb5d342,decommission,fire,0.355,,874.52,0.399,2026-02-17T00:00:00,0
sc_c8f8e74ebb77,ves_3bbe6cb0319e,pinst_fca7efff678c,decommission,fire,0.426,,5.21,0.411,2026-02-26T00:00:00,0
sc_9cfb130c2913,ves_3bbe6cb0319e,pinst_60b7cb4e9721,decommission,fire,0.489,,19.0,0.536,2026-02-21T00:00:00,1
sc_c39aff8ae33c,ves_3bbe6cb0319e,pinst_78691446ffda,decommission,fire,0.637,,33.09,0.502,2026-03-07T00:00:00,1
sc_ddbe732c3386,ves_3bbe6cb0319e,pinst_ecef99229387,decommission,fire,0.717,,78.93,0.475,2026-03-23T00:00:00,1
sc_c3f5ad140f0d,ves_3bbe6cb0319e,pinst_f8da18b0236a,decommission,fire,0.497,,21.53,0.518,2026-01-07T00:00:00,1
sc_3112b2ab7f83,ves_3bbe6cb0319e,pinst_4d15a6e05fe0,decommission,fire,0.324,,112.69,0.35,2026-03-25T00:00:00,0
sc_c8170dde953b,ves_3bbe6cb0319e,pinst_01727fc39d59,decommission,fire,0.01,failure_localization_penalty,2.66,0.2,2026-03-10T00:00:00,0
sc_081345d18f98,ves_3bbe6cb0319e,pinst_205acc9c17d2,decommission,fire,0.01,poor_condition,3.05,0.489,2026-01-26T00:00:00,0
sc_5a25215be22f,ves_3c0d251adae0,pinst_0a2159b5f0c9,decommission,fire,0.297,,29.6,0.611,2026-03-22T00:00:00,0
sc_18cc4e1aa2be,ves_3c0d251adae0,pinst_72c76e0108cf,decommission,fire,0.342,,47.25,0.616,2026-01-01T00:00:00,0
sc_cb5e91b53fe9,ves_3c0d251adae0,pinst_496532b08aaf,decommission,fire,0.01,poor_condition,18.87,0.486,2026-02-04T00:00:00,0
sc_759a13e98cf7,ves_3c0d251adae0,pinst_50273693f721,decommission,fire,0.01,poor_condition,15.82,0.514,2026-01-04T00:00:00,0
sc_c2a5be3f2300,ves_3c0d251adae0,pinst_61812e4ccc18,decommission,fire,0.01,poor_condition,8.05,0.454,2026-01-08T00:00:00,0
sc_9d546735b3bc,ves_3c0d251adae0,pinst_ecfdcc3afdc2,decommission,fire,0.036,poor_condition,3.55,0.45,2026-03-22T00:00:00,0
sc_f813f7e69672,ves_3c0d251adae0,pinst_4e05403499d4,decommission,fire,0.061,poor_condition,69.74,0.47,2026-01-28T00:00:00,0
sc_0883d7e35ae0,ves_3c0d251adae0,pinst_9f64fd067096,decommission,fire,0.047,poor_condition,16.44,0.2,2026-01-04T00:00:00,0
sc_3dbda0ae469a,ves_3c0d251adae0,pinst_6ae317ef0b9e,decommission,fire,0.01,poor_condition,11.66,0.2,2026-03-03T00:00:00,0
sc_cedc10e9d7c2,ves_3c0d251adae0,pinst_10a4ff531311,decommission,fire,0.053,failure_localization_penalty,225.6,0.461,2026-02-09T00:00:00,0
sc_063571a5300a,ves_3c0d251adae0,pinst_10cd130e5520,decommission,fire,0.607,,47.68,0.511,2026-03-18T00:00:00,1
sc_ed08cae0ee83,ves_3c0d251adae0,pinst_796a18f63b8c,decommission,fire,0.416,,10.13,0.405,2026-03-13T00:00:00,0
sc_73bc57829599,ves_3c0d251adae0,pinst_e67ea7b4bdb4,decommission,fire,0.285,,393.16,0.1,2026-03-28T00:00:00,0
sc_d9c21503f7c1,ves_3c0d251adae0,pinst_137045234fd4,decommission,fire,0.61,,111.78,0.2,2026-02-16T00:00:00,1
sc_61e7307a26b6,ves_3c0d251adae0,pinst_58297d19ae5f,decommission,fire,0.411,,972.69,0.399,2026-01-06T00:00:00,0
sc_723cb7ac4c13,ves_3c0d251adae0,pinst_46d6926db232,decommission,fire,0.76,,20.01,0.661,2026-03-13T00:00:00,1
sc_15897af47306,ves_3c0d251adae0,pinst_63f2078d9b80,decommission,fire,0.749,,26.77,0.536,2026-02-11T00:00:00,1
sc_0012662caca0,ves_3c0d251adae0,pinst_65c45916cc59,decommission,fire,0.58,,30.65,0.502,2026-01-04T00:00:00,1
sc_27ad53cfdd41,ves_3c0d251adae0,pinst_451df8856f39,decommission,fire,0.388,,26.33,0.375,2026-01-02T00:00:00,0
sc_aa5303909cd8,ves_3c0d251adae0,pinst_96038756e045,decommission,fire,0.58,,24.27,0.518,2026-02-01T00:00:00,1
sc_994d34985533,ves_3c0d251adae0,pinst_61c820d8757e,decommission,fire,0.066,failure_localization_penalty,51.12,0.35,2026-03-12T00:00:00,0
sc_74cd3728dd35,ves_3c0d251adae0,pinst_10e89ac5fddc,decommission,fire,0.258,,8.95,0.35,2026-02-13T00:00:00,0
sc_8230a1468aea,ves_3c0d251adae0,pinst_218ee3d5ba80,decommission,fire,0.01,poor_condition,18.32,0.2,2026-02-14T00:00:00,0
sc_6362497d6ec9,ves_3c48cc673a4a,pinst_773dbab4d107,decommission,fire,0.356,,33.58,0.611,2026-01-27T00:00:00,0
sc_d395fbbb0299,ves_3c48cc673a4a,pinst_80215064c60b,decommission,fire,0.01,failure_localization_penalty,11.66,0.466,2026-01-05T00:00:00,0
sc_f260f4e8b48c,ves_3c48cc673a4a,pinst_a9d288a9a146,decommission,fire,0.01,poor_condition,18.87,0.486,2026-03-01T00:00:00,0
sc_4834b0b0c7f8,ves_3c48cc673a4a,pinst_31f30ff92458,decommission,fire,0.01,poor_condition,8.52,0.414,2026-01-05T00:00:00,0
sc_b63b08ff2b84,ves_3c48cc673a4a,pinst_7015fa13e5ca,decommission,fire,0.01,poor_condition,8.05,0.454,2026-03-27T00:00:00,0
sc_c303cfe55de6,ves_3c48cc673a4a,pinst_c05b59547fdf,decommission,fire,0.203,,8.86,0.6,2026-02-12T00:00:00,0
sc_0879cd4b49ab,ves_3c48cc673a4a,pinst_3f4844a60714,decommission,fire,0.047,poor_condition,65.21,0.47,2026-01-17T00:00:00,0
sc_0b043ac5056b,ves_3c48cc673a4a,pinst_ad8b3a02dc03,decommission,fire,0.072,poor_condition,127.33,0.2,2026-02-01T00:00:00,0
sc_07e5691d1872,ves_3c48cc673a4a,pinst_81781086b5e4,decommission,fire,0.105,poor_condition,21.35,0.2,2026-01-05T00:00:00,0
sc_73f09e02a77a,ves_3c48cc673a4a,pinst_a3e2144a602a,decommission,fire,0.062,poor_condition,65.73,0.474,2026-03-26T00:00:00,0
sc_173727bbbe15,ves_3c48cc673a4a,pinst_c0b770db5109,decommission,fire,0.029,poor_condition,8.99,0.492,2026-01-19T00:00:00,0
sc_88cb23f35083,ves_3c48cc673a4a,pinst_66dfb16f8e6e,decommission,fire,0.061,poor_condition,9.9,0.492,2026-03-28T00:00:00,0
sc_7cc368ec7dd8,ves_3c48cc673a4a,pinst_885364065e0a,decommission,fire,0.01,poor_condition,16.1,0.2,2026-02-14T00:00:00,0
sc_34b123f43125,ves_3c48cc673a4a,pinst_b2fc9f410b14,decommission,fire,0.01,poor_condition,21.65,0.492,2026-01-25T00:00:00,0
sc_51cb6013a065,ves_3c48cc673a4a,pinst_d2f29a4d8830,decommission,fire,0.303,,43.5,0.1,2026-02-13T00:00:00,0
sc_12118eadbb4b,ves_3c48cc673a4a,pinst_8a18effb351a,decommission,fire,0.774,,200.57,0.463,2026-02-22T00:00:00,1
sc_fae6dbe142eb,ves_3c48cc673a4a,pinst_73e8b02acbd2,decommission,fire,0.01,failure_localization_penalty,83.69,0.358,2026-03-22T00:00:00,0
sc_8cf31d4be5a7,ves_3c48cc673a4a,pinst_9f5b3a897d22,decommission,fire,0.079,failure_localization_penalty,255.5,0.461,2026-01-25T00:00:00,0
sc_74b651a7e760,ves_3c48cc673a4a,pinst_25a16cd80684,decommission,fire,0.01,failure_localization_penalty,13.45,0.354,2026-02-12T00:00:00,0
sc_bfc8280c705d,ves_3c48cc673a4a,pinst_67b65583079d,decommission,fire,0.521,,31.7,0.511,2026-01-07T00:00:00,1
sc_09b89a614282,ves_3c48cc673a4a,pinst_3e9b217d6384,decommission,fire,0.434,,85.87,0.2,2026-03-21T00:00:00,0
sc_62d7b48a11ea,ves_3c48cc673a4a,pinst_c9b90cf245c6,decommission,fire,0.313,,143.77,0.399,2026-03-14T00:00:00,0
sc_0b4c3e31efdd,ves_3c48cc673a4a,pinst_ad357166849b,decommission,fire,0.292,,54.03,0.449,2026-02-20T00:00:00,0
sc_c29c381b62e0,ves_3c48cc673a4a,pinst_45afcf83655c,decommission,fire,0.341,,1460.01,0.368,2026-02-02T00:00:00,0
sc_1d46a5dea889,ves_3c48cc673a4a,pinst_34e49938b29a,decommission,fire,0.529,,11.4,0.511,2026-03-26T00:00:00,1
sc_8267d320bc0b,ves_3c48cc673a4a,pinst_982d4cb66f04,decommission,fire,0.447,,229.72,0.2,2026-02-05T00:00:00,0
sc_bdeecf365485,ves_3c48cc673a4a,pinst_46ad6f15c720,decommission,fire,0.522,,20.0,0.536,2026-02-23T00:00:00,1
sc_be38a7c87c22,ves_3c48cc673a4a,pinst_64611a720748,decommission,fire,0.449,,25.16,0.502,2026-02-17T00:00:00,0
sc_4fbf986e4ba9,ves_3c48cc673a4a,pinst_55e644c63de2,decommission,fire,0.675,,132.92,0.461,2026-02-22T00:00:00,1
sc_cf91d8d4a3ac,ves_3c48cc673a4a,pinst_e3ab15fe3d2f,decommission,fire,0.063,failure_localization_penalty,38.6,0.2,2026-01-21T00:00:00,0
sc_f95ee28ed60e,ves_3c48cc673a4a,pinst_2ea27a962bc9,decommission,fire,0.38,,11.63,0.35,2026-01-26T00:00:00,0
