work_order_id,vessel_id,opened_at,closed_at,odometer_engine_hours,primary_subsystem,symptom_codes,diagnosis_codes,repair_codes,severity,labour_hours,labour_rate,parts_cost,total_cost,warranty_claim,downtime_days,outcome_status,root_cause_flag,created_at,repair_decision_label,post_repair_estimated_value
wo_812df7b0be99,ves_464aa9b86856,2020-11-12T14:00:00,2020-11-17T14:00:00,3132,HULL,"[""through-hull seeping""]","[""HULL_DECK_CORE_ROT""]","[""REPAIR_DECK_CORE""]",3,39.63,120.49,123.45,5270.62,False,5,partial,True,2020-11-12T14:00:00,borderline,5629.71
wo_952230a788f2,ves_90f0b93a5cae,2014-09-01T14:00:00,2014-09-05T14:00:00,1029,ELECTRICAL,"[""house bank not charging""]","[""ELEC_ALT_FAIL""]","[""REPLACE_ALTERNATOR""]",3,3.71,206.0,296.71,1061.13,False,4,fixed,True,2014-09-01T14:00:00,repair,2993.57
wo_e19c4a8bf3d2,ves_90f0b93a5cae,2021-01-25T11:00:00,2021-01-29T11:00:00,390,NAV,"[""depth sounder no reading""]","[""NAV_SENSOR_FAIL""]","[""REPLACE_DEPTH_SENSOR""]",3,2.35,178.35,184.52,603.76,False,4,fixed,True,2021-01-25T11:00:00,repair,2993.57
wo_255ee2423aa5,ves_90f0b93a5cae,2021-09-11T13:00:00,2021-10-05T13:00:00,636,HULL,"[""water intrusion around transom""]","[""HULL_TRANSOM_ROT""]","[""REPAIR_TRANSOM""]",5,116.83,141.07,124.75,17027.11,False,24,total_loss,True,2021-09-11T13:00:00,decommission,2627.01
wo_f1835916bd3b,ves_90f0b93a5cae,2018-11-22T16:00:00,2018-12-03T16:00:00,166,ELECTRICAL,"[""house bank not charging""]","[""ELEC_CORROSION_TERMINAL""]","[""CLEAN_RETERM_CONNECTORS""]",3,3.64,175.61,0.0,638.69,False,11,fixed,True,2018-11-22T16:00:00,repair,2993.57
wo_2fe96646e870,ves_90f0b93a5cae,2024-11-09T11:00:00,2024-11-17T11:00:00,324,HULL,"[""stress crack at stringer tabbing""]","[""HULL_OSMOSIS_BLISTERING""]","[""REPAIR_OSMOSIS""]",3,50.46,158.37,127.04,8697.1,False,8,total_loss,True,2024-11-09T11:00:00,decommission,2993.57
wo_3be3d42cde0d,ves_90f0b93a5cae,2017-10-21T09:00:00,2017-10-28T09:00:00,1168,ENGINE,"[""overheat alarm""]","[""ENG_SENSOR_FAIL""]","[""REPLACE_SENSOR""]",3,1.18,140.51,99.86,265.45,False,7,partial,True,2017-10-21T09:00:00,repair,2993.57
wo_27c825d544f7,ves_2928dda623f0,2015-02-20T09:00:00,2015-02-25T09:00:00,1482,NAV,"[""N2K network offline""]","[""NAV_DISPLAY_FAIL""]","[""REPLACE_MFD""]",3,1.25,127.36,926.75,1085.85,True,5,partial,True,2015-02-20T09:00:00,repair,4694.05
wo_b1404203740f,ves_2928dda623f0,2021-05-03T12:00:00,2021-05-15T12:00:00,1883,ELECTRICAL,"[""intermittent helm power""]","[""ELEC_CHAFE_SHORT""]","[""REWIRE_SECTION""]",5,38.71,136.3,55.2,5331.48,False,12,total_loss,True,2021-05-03T12:00:00,decommission,4119.27
wo_92abb734e423,ves_2928dda623f0,2023-06-04T12:00:00,2023-06-14T12:00:00,2666,STEERING,"[""cable binds at lock""]","[""STEER_AIR_IN_SYSTEM""]","[""BLEED_HYDRAULICS""]",3,1.69,125.41,0.0,211.37,False,10,partial,True,2023-06-04T12:00:00,repair,4694.05
wo_babd8c896afb,ves_71f3de092b79,2023-05-12T10:00:00,2023-05-17T10:00:00,848,PROPULSION,"[""bellows leak observed""]","[""PROP_BENT_SHAFT""]","[""REPAIR_SHAFT_ALIGN""]",3,13.95,191.39,1594.09,4264.25,False,5,fixed,True,2023-05-12T10:00:00,repair,16334.47
wo_1463af090bf0,ves_71f3de092b79,2020-10-19T15:00:00,2020-11-06T15:00:00,1564,ELECTRICAL,"[""bilge alarm false trigger""]","[""ELEC_CHAFE_SHORT""]","[""REWIRE_SECTION""]",5,45.44,184.89,952.65,9353.17,False,18,fixed,True,2020-10-19T15:00:00,repair,14334.33
wo_e470b9f5b446,ves_71f3de092b79,2020-11-09T15:00:00,2020-11-19T15:00:00,1498,PROPULSION,"[""lower unit noisy""]","[""PROP_BENT_SHAFT""]","[""REPAIR_SHAFT_ALIGN""]",3,8.28,140.94,1566.07,2732.38,False,10,fixed,True,2020-11-09T15:00:00,repair,16334.47
wo_bcb1682370a3,ves_71f3de092b79,2015-06-14T13:00:00,2015-06-21T13:00:00,398,PROPULSION,"[""prop slip/cavitation""]","[""PROP_BENT_SHAFT""]","[""REPAIR_SHAFT_ALIGN""]",3,19.29,125.92,1777.46,4206.76,False,7,fixed,True,2015-06-14T13:00:00,repair,16334.47
wo_4bf71a11e52c,ves_acc6fe51d776,2020-08-15T12:00:00,2020-08-25T12:00:00,1083,NAV,"[""MFD reboots randomly""]","[""NAV_SENSOR_FAIL""]","[""REPLACE_DEPTH_SENSOR""]",3,2.33,221.3,201.51,717.18,False,10,fixed,True,2020-08-15T12:00:00,repair,2948.73
wo_9019d87bc914,ves_628569b7a215,2026-12-20T14:00:00,2026-12-29T14:00:00,775,PROPULSION,"[""prop slip/cavitation""]","[""PROP_CUTLASS_WEAR""]","[""REPLACE_CUTLASS_BRG""]",3,8.88,140.48,145.36,1393.49,False,9,fixed,True,2026-12-20T14:00:00,repair,9378.04
wo_78969d1ea098,ves_628569b7a215,2014-06-02T12:00:00,2014-07-02T12:00:00,783,HULL,"[""through-hull seeping""]","[""HULL_STRINGER_DELAM""]","[""REPAIR_STRINGERS""]",5,197.4,177.09,118.37,35547.98,False,30,deferred,True,2014-06-02T12:00:00,repair,8229.71
wo_7903b1ca52a0,ves_628569b7a215,2022-01-11T09:00:00,2022-01-16T09:00:00,584,PROPULSION,"[""lower unit noisy""]","[""OB_LOWER_UNIT_WATER_INTRUSION""]","[""RESEAL_LOWER_UNIT"", ""REPLACE_GEAR_OIL""]",3,10.43,188.58,90.49,2056.79,False,5,fixed,True,2022-01-11T09:00:00,repair,9378.04
wo_43093342634e,ves_bc018f3e9617,2021-04-14T08:00:00,2021-04-20T08:00:00,80,PROPULSION,"[""drive oil milky""]","[""PROP_BELLOWS_BREACH""]","[""REPAIR_BELLOWS"", ""REPAIR_GIMBAL""]",3,18.64,139.99,328.44,2937.81,False,6,fixed,True,2021-04-14T08:00:00,repair,23269.09
wo_3d50df41613e,ves_bc018f3e9617,2025-02-21T16:00:00,2025-02-21T16:00:00,260,ENGINE,"[""low oil pressure""]","[""ENG_SENSOR_FAIL""]","[""REPLACE_SENSOR""]",3,1.93,191.86,92.13,462.3,True,0,fixed,True,2025-02-21T16:00:00,repair,23269.09
wo_6cf6428ba16a,ves_bc018f3e9617,2020-04-15T10:00:00,2020-04-19T10:00:00,131,AUX,"[""AC raw-water flow low""]","[""HVAC_RAW_WATER_FLOW""]","[""CLEAN_AC_STRAINER""]",3,1.58,165.87,377.28,638.57,False,4,fixed,True,2020-04-15T10:00:00,repair,23269.09
wo_65b23a3b820e,ves_a6450031886a,2026-01-09T11:00:00,2026-01-09T11:00:00,491,FUEL,"[""water in separator""]","[""FUEL_FILTER_CLOG""]","[""REPLACE_FILTER_SEPARATOR""]",3,1.56,191.38,83.28,381.7,False,0,fixed,True,2026-01-09T11:00:00,repair,116088.96
wo_db9eb1d9492a,ves_a6450031886a,2025-03-18T15:00:00,2025-03-28T15:00:00,703,AUX,"[""freshwater pump cycles""]","[""HVAC_RAW_WATER_FLOW""]","[""CLEAN_AC_STRAINER""]",3,1.06,129.97,412.1,549.72,False,10,fixed,True,2025-03-18T15:00:00,repair,116088.96
wo_16df8f65a598,ves_a6450031886a,2025-05-10T12:00:00,2025-05-18T12:00:00,172,FUEL,"[""engine surges under load""]","[""FUEL_FILTER_CLOG""]","[""REPLACE_FILTER_SEPARATOR""]",3,1.57,196.97,89.43,398.69,False,8,fixed,True,2025-05-10T12:00:00,repair,116088.96
wo_2c5e254fc313,ves_a6450031886a,2023-06-13T15:00:00,2023-06-15T15:00:00,750,PROPULSION,"[""vibration underway""]","[""PROP_CUTLASS_WEAR""]","[""REPLACE_CUTLASS_BRG""]",3,7.01,153.87,129.64,1208.23,False,2,fixed,True,2023-06-13T15:00:00,repair,116088.96
wo_8ede1b215343,ves_022c365d737e,2026-02-11T15:00:00,2026-02-19T15:00:00,14,ELECTRICAL,"[""intermittent helm power""]","[""ELEC_ALT_FAIL""]","[""REPLACE_ALTERNATOR""]",3,3.91,176.3,282.94,971.86,False,8,fixed,True,2026-02-11T15:00:00,repair,42470.37
wo_a22a5509d463,ves_2d7f68b16fbd,2021-10-21T14:00:00,2021-11-09T14:00:00,729,ENGINE,"[""low oil pressure""]","[""ENG_HEAD_GASKET""]","[""REBUILD_TOP_END""]",5,36.54,203.74,333.32,7952.81,True,19,partial,True,2021-10-21T14:00:00,repair,55455.39
wo_5409e2279a63,ves_2d7f68b16fbd,2016-09-15T12:00:00,2016-09-16T12:00:00,580,STEERING,"[""cylinder seepage""]","[""STEER_AIR_IN_SYSTEM""]","[""BLEED_HYDRAULICS""]",3,1.67,86.27,0.0,143.9,False,1,deferred,True,2016-09-15T12:00:00,repair,63193.35
wo_f99136d5f7cc,ves_2d7f68b16fbd,2014-11-22T11:00:00,2014-12-11T11:00:00,772,ENGINE,"[""low oil pressure""]","[""ENG_LOW_COMPRESSION""]","[""REPOWER_ENGINE""]",5,58.86,157.25,15843.9,25209.03,False,19,fixed,True,2014-11-22T11:00:00,repair,55455.39
wo_20bc68a39ebc,ves_8ec2c546f6a3,2019-06-21T09:00:00,2019-06-26T09:00:00,323,FUEL,"[""water in separator""]","[""FUEL_PUMP_FAIL""]","[""REPLACE_FUEL_PUMP""]",3,3.88,157.81,247.08,858.84,False,5,fixed,True,2019-06-21T09:00:00,repair,9228.46
wo_9825f371bacf,ves_8ec2c546f6a3,2025-11-19T09:00:00,2025-12-01T09:00:00,135,PROPULSION,"[""bellows leak observed""]","[""PROP_BENT_SHAFT""]","[""REPAIR_SHAFT_ALIGN""]",3,11.06,129.32,1748.25,3178.75,False,12,fixed,True,2025-11-19T09:00:00,repair,9228.46
wo_3ddb094032f6,ves_8ec2c546f6a3,2026-09-17T16:00:00,2026-09-26T16:00:00,958,PROPULSION,"[""bellows leak observed""]","[""JET_WEAR_RING_CLEARANCE""]","[""REPLACE_WEAR_RING""]",3,3.94,188.21,165.79,907.36,False,9,fixed,True,2026-09-17T16:00:00,repair,9228.46
wo_66b86bef9e6e,ves_8ec2c546f6a3,2020-11-11T14:00:00,2020-11-25T14:00:00,1264,AUX,"[""head odor persistent""]","[""BILGE_PUMP_FAIL""]","[""REPLACE_BILGE_PUMP""]",3,2.76,158.93,152.23,590.77,False,14,partial,True,2020-11-11T14:00:00,repair,9228.46
wo_0c4a582fa3eb,ves_39a4ffb347a9,2026-10-09T14:00:00,2026-10-12T14:00:00,298,HULL,"[""stress crack at stringer tabbing""]","[""HULL_DECK_CORE_ROT""]","[""REPAIR_DECK_CORE""]",3,27.44,124.67,425.08,4283.46,False,3,partial,True,2026-10-09T14:00:00,repair,10769.81
wo_bd34b5d3f0fc,ves_124b593e2209,2018-05-16T08:00:00,2018-05-29T08:00:00,1746,FUEL,"[""won\u2019t stay primed""]","[""FUEL_WATER_CONTAM""]","[""REPLACE_FILTER_SEPARATOR"", ""TANK_CLEAN""]",3,8.35,143.15,79.01,1273.98,False,13,deferred,True,2018-05-16T08:00:00,repair,49264.39
wo_61c737ab85f2,ves_124b593e2209,2026-10-19T09:00:00,2026-10-29T09:00:00,1204,STEERING,"[""cylinder seepage""]","[""STEER_AIR_IN_SYSTEM""]","[""BLEED_HYDRAULICS""]",3,1.58,158.59,0.0,250.19,False,10,fixed,True,2026-10-19T09:00:00,repair,49264.39
wo_f3b79384de9d,ves_124b593e2209,2021-03-21T08:00:00,2021-04-04T08:00:00,658,PROPULSION,"[""bellows leak observed""]","[""PROP_BENT_SHAFT""]","[""REPAIR_SHAFT_ALIGN""]",3,16.03,183.51,1594.22,4535.78,False,14,fixed,True,2021-03-21T08:00:00,repair,49264.39
wo_5d5c55670833,ves_124b593e2209,2018-12-11T12:00:00,2018-12-19T12:00:00,1031,FUEL,"[""won\u2019t stay primed""]","[""FUEL_INJECTOR_CLOG""]","[""CLEAN_INJECTORS""]",3,4.22,152.9,855.59,1500.92,False,8,partial,True,2018-12-11T12:00:00,repair,49264.39
wo_fbb4a8809bb4,ves_124b593e2209,2022-08-10T12:00:00,2022-08-18T12:00:00,703,HULL,"[""stress crack at stringer tabbing""]","[""HULL_THROUGH_HULL_LEAK""]","[""REPAIR_THROUGH_HULL""]",3,10.83,159.52,214.68,2383.09,False,8,fixed,True,2022-08-10T12:00:00,repair,49264.39
wo_3d4b1a3ca953,ves_124b593e2209,2015-12-07T09:00:00,2015-12-14T09:00:00,407,ENGINE,"[""hard start cold""]","[""ENG_SENSOR_FAIL""]","[""REPLACE_SENSOR""]",3,1.16,136.45,94.89,252.73,False,7,fixed,True,2015-12-07T09:00:00,repair,49264.39
wo_bdb1af875246,ves_cc4bcb7dd13e,2017-02-15T16:00:00,2017-02-15T16:00:00,308,PROPULSION,"[""prop slip/cavitation""]","[""PROP_BENT_SHAFT""]","[""REPAIR_SHAFT_ALIGN""]",3,8.12,170.14,1675.18,3057.37,False,0,partial,True,2017-02-15T16:00:00,repair,47295.16
wo_620382941e1a,ves_ea20c8d3070c,2026-08-07T14:00:00,2026-08-10T14:00:00,456,AUX,"[""macerator jammed""]","[""SAN_CLOG""]","[""CLEAR_SANITATION_CLOG""]",3,3.88,158.81,0.0,615.8,False,3,fixed,True,2026-08-07T14:00:00,repair,27133.74
wo_19732974083d,ves_ea20c8d3070c,2023-11-02T12:00:00,2023-11-22T12:00:00,351,HULL,"[""through-hull seeping""]","[""HULL_STRINGER_DELAM""]","[""REPAIR_STRINGERS""]",5,130.77,173.34,117.26,23787.91,False,20,partial,True,2023-11-02T12:00:00,borderline,23811.24
wo_1703095aad4d,ves_ea20c8d3070c,2020-09-23T11:00:00,2020-09-28T11:00:00,517,FUEL,"[""fuel smell in bilge""]","[""FUEL_WATER_CONTAM""]","[""REPLACE_FILTER_SEPARATOR"", ""TANK_CLEAN""]",3,11.7,201.11,82.29,2435.36,False,5,fixed,True,2020-09-23T11:00:00,repair,27133.74
wo_ed109c9a1286,ves_ea20c8d3070c,2021-08-11T15:00:00,2021-08-31T15:00:00,319,ENGINE,"[""loss of power at WOT""]","[""ENG_OVERHEAT_IMPELLER""]","[""REPLACE_IMPELLER"", ""REPLACE_THERMOSTAT""]",4,8.3,160.39,238.76,1812.83,False,20,fixed,True,2021-08-11T15:00:00,repair,25749.37
wo_da6c887d5661,ves_4b0718169df3,2024-05-05T13:00:00,2024-06-07T13:00:00,1118,HULL,"[""water intrusion around transom""]","[""HULL_TRANSOM_ROT""]","[""REPAIR_TRANSOM""]",5,125.13,221.4,3254.58,31292.81,False,33,deferred,True,2024-05-05T13:00:00,repair,1032.0
wo_01401a2e3b06,ves_4b0718169df3,2016-11-10T15:00:00,2016-11-11T15:00:00,284,ELECTRICAL,"[""house bank not charging""]","[""ELEC_CORROSION_TERMINAL""]","[""CLEAN_RETERM_CONNECTORS""]",3,2.31,176.23,0.0,407.39,False,1,deferred,True,2016-11-10T15:00:00,repair,1176.0
wo_de464860cde5,ves_4b0718169df3,2019-03-07T10:00:00,2019-03-25T10:00:00,1126,ELECTRICAL,"[""intermittent helm power""]","[""ELEC_CHAFE_SHORT""]","[""REWIRE_SECTION""]",5,19.34,184.42,51.01,3618.2,False,18,partial,True,2019-03-07T10:00:00,repair,1032.0
wo_5ebc9677f0de,ves_4b0718169df3,2021-11-03T09:00:00,2021-11-10T09:00:00,970,ELECTRICAL,"[""shore power breaker trips""]","[""ELEC_ALT_FAIL""]","[""REPLACE_ALTERNATOR""]",3,3.05,147.58,285.12,734.92,False,7,fixed,True,2021-11-03T09:00:00,repair,1176.0
wo_b8fc5028c399,ves_25f29c2c2b90,2022-04-11T16:00:00,2022-04-11T16:00:00,83,FUEL,"[""engine surges under load""]","[""FUEL_PUMP_FAIL""]","[""REPLACE_FUEL_PUMP""]",3,2.21,237.88,246.92,772.23,False,0,fixed,True,2022-04-11T16:00:00,repair,16827.83
wo_4d4dc002dbbb,ves_25f29c2c2b90,2025-09-14T08:00:00,2025-09-26T08:00:00,148,ELECTRICAL,"[""bilge alarm false trigger""]","[""ELEC_BATT_FAILURE""]","[""REPLACE_BATTERIES""]",3,1.75,197.73,946.01,1291.27,False,12,fixed,True,2025-09-14T08:00:00,repair,16827.83
wo_85786195e729,ves_25f29c2c2b90,2026-09-09T12:00:00,2026-09-22T12:00:00,21,HULL,"[""stress crack at stringer tabbing""]","[""HULL_OSMOSIS_BLISTERING""]","[""REPAIR_OSMOSIS""]",3,99.76,133.96,123.5,13970.01,False,13,deferred,True,2026-09-09T12:00:00,borderline,16827.83
wo_4fc68fbf775b,ves_25f29c2c2b90,2021-11-10T14:00:00,2021-12-05T14:00:00,148,ENGINE,"[""overheat alarm""]","[""ENG_HEAD_GASKET""]","[""REBUILD_TOP_END""]",5,39.97,154.69,219.73,6462.26,False,25,fixed,True,2021-11-10T14:00:00,repair,14767.27
wo_e08008e285ba,ves_25f29c2c2b90,2023-08-11T10:00:00,2023-08-14T10:00:00,43,ELECTRICAL,"[""corroded battery terminal""]","[""ELEC_STRAY_CURRENT""]","[""ELECTRICAL_FAULT_FIND""]",3,11.92,129.85,0.0,1547.33,False,3,fixed,True,2023-08-11T10:00:00,repair,16827.83
wo_ab412490da4f,ves_25f29c2c2b90,2025-11-18T08:00:00,2025-11-22T08:00:00,109,HULL,"[""stress crack at stringer tabbing""]","[""HULL_THROUGH_HULL_LEAK""]","[""REPAIR_THROUGH_HULL""]",3,9.18,195.62,150.47,2310.48,False,4,fixed,True,2025-11-18T08:00:00,repair,16827.83
wo_1d13266a106a,ves_35eaeb982717,2014-06-20T09:00:00,2014-06-25T09:00:00,1365,STEERING,"[""hydraulic fluid low""]","[""STEER_CABLE_BIND""]","[""REPLACE_STEERING_CABLE""]",3,3.71,168.05,230.16,854.07,False,5,fixed,True,2014-06-20T09:00:00,repair,13992.64
wo_d8e2184796ef,ves_35eaeb982717,2017-04-09T14:00:00,2017-04-11T14:00:00,1062,FUEL,"[""water in separator""]","[""FUEL_WATER_CONTAM""]","[""REPLACE_FILTER_SEPARATOR"", ""TANK_CLEAN""]",3,17.31,226.07,91.57,4005.77,False,2,fixed,True,2017-04-09T14:00:00,repair,13992.64
wo_8a82f03e2c1e,ves_7bb9b5572168,2026-10-22T11:00:00,2026-10-31T11:00:00,32,FUEL,"[""won\u2019t stay primed""]","[""FUEL_INJECTOR_CLOG""]","[""CLEAN_INJECTORS""]",3,4.4,159.29,808.34,1508.57,False,9,fixed,True,2026-10-22T11:00:00,repair,30610.39
wo_05001bec56db,ves_7bb9b5572168,2024-03-23T10:00:00,2024-04-01T10:00:00,167,NAV,"[""autopilot hunts off course""]","[""N2K_NETWORK_FAULT""]","[""REPAIR_N2K_BACKBONE""]",3,1.8,190.29,135.17,477.71,False,9,fixed,True,2024-03-23T10:00:00,repair,30610.39
wo_079933e96928,ves_0c9342c67c15,2021-11-18T13:00:00,2021-11-26T13:00:00,1262,AUX,"[""freshwater pump cycles""]","[""SAN_CLOG""]","[""CLEAR_SANITATION_CLOG""]",3,3.2,162.39,0.0,519.55,False,8,fixed,True,2021-11-18T13:00:00,repair,9225.83
wo_1f7d005c9f41,ves_0c9342c67c15,2018-06-15T08:00:00,2018-06-21T08:00:00,1373,NAV,"[""N2K network offline""]","[""NAV_DISPLAY_FAIL""]","[""REPLACE_MFD""]",3,2.51,176.36,881.67,1324.19,False,6,deferred,True,2018-06-15T08:00:00,repair,9225.83
wo_7379e64dd82d,ves_0c9342c67c15,2015-10-15T11:00:00,2015-10-20T11:00:00,1099,FUEL,"[""poor idle""]","[""FUEL_LINE_CRACK""]","[""REPLACE_FUEL_LINES""]",3,3.94,184.77,225.77,952.97,False,5,fixed,True,2015-10-15T11:00:00,repair,9225.83
wo_0e46c629ee4a,ves_0c9342c67c15,2020-05-02T11:00:00,2020-05-03T11:00:00,917,STEERING,"[""steering stiff to port""]","[""STEER_AIR_IN_SYSTEM""]","[""BLEED_HYDRAULICS""]",3,1.71,188.1,0.0,321.18,False,1,fixed,True,2020-05-02T11:00:00,repair,9225.83
wo_0f1135706cf7,ves_0c9342c67c15,2023-10-11T14:00:00,2023-10-22T14:00:00,266,STEERING,"[""cylinder seepage""]","[""STEER_CABLE_BIND""]","[""REPLACE_STEERING_CABLE""]",3,6.28,173.64,225.27,1315.56,True,11,fixed,True,2023-10-11T14:00:00,repair,9225.83
wo_4db5d0312cfb,ves_460c1e61a7a8,2015-11-07T15:00:00,2015-11-11T15:00:00,1110,ENGINE,"[""low oil pressure""]","[""EXH_RISER_LEAK_BACKFLOW""]","[""REPLACE_EXHAUST_RISERS""]",3,8.51,148.29,1276.7,2538.31,False,4,deferred,True,2015-11-07T15:00:00,repair,2409.27
wo_ff3b0f0221cf,ves_460c1e61a7a8,2024-07-14T10:00:00,2024-07-29T10:00:00,264,HULL,"[""through-hull seeping""]","[""HULL_OSMOSIS_BLISTERING""]","[""REPAIR_OSMOSIS""]",3,77.06,121.13,118.83,9859.52,False,15,deferred,True,2024-07-14T10:00:00,repair,2409.27
wo_b01143fee0fc,ves_460c1e61a7a8,2015-12-17T11:00:00,2016-01-10T11:00:00,514,HULL,"[""through-hull seeping""]","[""HULL_OSMOSIS_BLISTERING""]","[""REPAIR_OSMOSIS""]",3,76.69,173.86,123.03,14064.56,False,24,partial,True,2015-12-17T11:00:00,repair,2409.27
wo_41d6ad17b396,ves_460c1e61a7a8,2022-03-13T16:00:00,2022-03-24T16:00:00,242,ENGINE,"[""hard start cold""]","[""ENG_OVERHEAT_IMPELLER""]","[""REPLACE_IMPELLER"", ""REPLACE_THERMOSTAT""]",4,7.95,144.17,216.09,1611.52,False,11,fixed,True,2022-03-13T16:00:00,borderline,2286.35
wo_018901043286,ves_460c1e61a7a8,2016-06-02T16:00:00,2016-06-13T16:00:00,951,FUEL,"[""poor idle""]","[""FUEL_INJECTOR_CLOG""]","[""CLEAN_INJECTORS""]",3,4.7,200.35,840.62,1781.85,False,11,fixed,True,2016-06-02T16:00:00,borderline,2409.27
wo_14f11a7148e2,ves_460c1e61a7a8,2022-02-19T15:00:00,2022-03-16T15:00:00,191,HULL,"[""stress crack at stringer tabbing""]","[""HULL_TRANSOM_ROT""]","[""REPAIR_TRANSOM""]",5,173.63,169.13,129.42,29933.07,False,25,total_loss,True,2022-02-19T15:00:00,decommission,2114.26
wo_b46ffb88298f,ves_460c1e61a7a8,2023-09-08T12:00:00,2023-09-08T12:00:00,971,NAV,"[""depth sounder no reading""]","[""AUTO_SENSOR_DRIFT""]","[""CALIBRATE_AUTOPILOT""]",3,3.87,164.14,899.67,1535.3,False,0,fixed,True,2023-09-08T12:00:00,repair,2409.27
wo_f603ba2a82a1,ves_460c1e61a7a8,2014-12-16T12:00:00,2015-01-09T12:00:00,541,ENGINE,"[""hard start cold""]","[""ENG_HEAD_GASKET""]","[""REBUILD_TOP_END""]",5,36.04,167.88,224.12,6518.38,False,24,deferred,True,2014-12-16T12:00:00,repair,2114.26
wo_e6869e123478,ves_460c1e61a7a8,2025-07-16T09:00:00,2025-07-16T09:00:00,1018,ENGINE,"[""loss of power at WOT""]","[""EXH_RISER_LEAK_BACKFLOW""]","[""REPLACE_EXHAUST_RISERS""]",3,11.43,165.94,1309.96,3207.1,False,0,deferred,True,2025-07-16T09:00:00,repair,2409.27
wo_49ed71af2bfd,ves_e79a58e1202e,2021-11-09T14:00:00,2021-11-20T14:00:00,343,ELECTRICAL,"[""intermittent helm power""]","[""ELEC_CORROSION_TERMINAL""]","[""CLEAN_RETERM_CONNECTORS""]",3,2.03,178.02,0.0,360.92,False,11,partial,True,2021-11-09T14:00:00,repair,13153.33
wo_0df2ac67d500,ves_e79a58e1202e,2016-03-09T16:00:00,2016-03-09T16:00:00,113,FUEL,"[""engine surges under load""]","[""FUEL_LINE_CRACK""]","[""REPLACE_FUEL_LINES""]",3,4.3,186.14,224.65,1024.33,False,0,fixed,True,2016-03-09T16:00:00,repair,13153.33
wo_2b10a4aacecb,ves_e79a58e1202e,2017-09-02T10:00:00,2017-09-05T10:00:00,260,PROPULSION,"[""prop slip/cavitation""]","[""JET_WEAR_RING_CLEARANCE""]","[""REPLACE_WEAR_RING""]",3,5.98,135.76,170.01,981.85,False,3,deferred,True,2017-09-02T10:00:00,repair,13153.33
wo_5940e07ae6ea,ves_156886ea8804,2026-10-03T11:00:00,2026-10-03T11:00:00,186,ELECTRICAL,"[""corroded battery terminal""]","[""ELEC_BATT_FAILURE""]","[""REPLACE_BATTERIES""]",3,2.23,156.01,335.56,682.72,False,0,fixed,True,2026-10-03T11:00:00,repair,95235.96
wo_b47190502bba,ves_6d287eabac93,2018-05-16T10:00:00,2018-06-04T10:00:00,577,HULL,"[""soft deck near helm""]","[""HULL_OSMOSIS_BLISTERING""]","[""REPAIR_OSMOSIS""]",3,77.68,190.96,123.22,15945.28,False,19,fixed,True,2018-05-16T10:00:00,borderline,20564.22
wo_45a84eb23c9e,ves_6d287eabac93,2023-12-23T10:00:00,2024-01-04T10:00:00,410,ELECTRICAL,"[""shore power breaker trips""]","[""ELEC_STRAY_CURRENT""]","[""ELECTRICAL_FAULT_FIND""]",3,5.2,215.06,0.0,1117.38,False,12,fixed,True,2023-12-23T10:00:00,repair,20564.22
wo_40d71cf33fee,ves_6d287eabac93,2015-09-17T13:00:00,2015-09-26T13:00:00,469,HULL,"[""blistering below waterline""]","[""HULL_THROUGH_HULL_LEAK""]","[""REPAIR_THROUGH_HULL""]",3,7.83,204.41,198.57,2591.45,False,9,fixed,True,2015-09-17T13:00:00,repair,20564.22
wo_1e81cc8fba21,ves_ee27a669b2ac,2026-01-07T12:00:00,2026-01-30T12:00:00,0,ELECTRICAL,"[""shore power breaker trips""]","[""ELEC_CHAFE_SHORT""]","[""REWIRE_SECTION""]",5,53.05,130.87,52.09,6994.93,False,23,fixed,True,2026-01-07T12:00:00,repair,61227.31
wo_f5894d6731bf,ves_ee27a669b2ac,2026-04-10T09:00:00,2026-04-15T09:00:00,0,FUEL,"[""water in separator""]","[""FUEL_FILTER_CLOG""]","[""REPLACE_FILTER_SEPARATOR""]",3,1.96,184.81,82.26,443.92,False,5,partial,True,2026-04-10T09:00:00,repair,69770.66
wo_c85a541adaa0,ves_fe4d24467698,2017-04-16T11:00:00,2017-04-26T11:00:00,337,FUEL,"[""won\u2019t stay primed""]","[""FUEL_PUMP_FAIL""]","[""REPLACE_FUEL_PUMP""]",3,3.89,199.19,240.63,1015.39,False,10,fixed,True,2017-04-16T11:00:00,repair,10255.66
wo_c4348ed3a246,ves_fe4d24467698,2020-03-10T14:00:00,2020-03-17T14:00:00,865,STEERING,"[""steering stiff to port""]","[""STEER_CABLE_BIND""]","[""REPLACE_STEERING_CABLE""]",3,5.1,149.96,234.61,999.59,False,7,fixed,True,2020-03-10T14:00:00,repair,10255.66
wo_39686b27a312,ves_2f2f595732aa,2020-10-10T14:00:00,2020-10-16T14:00:00,6294,PROPULSION,"[""vibration underway""]","[""PROP_BELLOWS_BREACH""]","[""REPAIR_BELLOWS"", ""REPAIR_GIMBAL""]",3,25.37,178.96,286.14,4826.6,False,6,fixed,True,2020-10-10T14:00:00,repair,57172.96
