service_event_id,vessel_id,service_date,service_type,subsystem,engine_hours,cost,performed_by,documentation_quality,created_at
svc_6aa444c2682c,ves_98521f80cc60,2009-03-21,oil_change,ENGINE,115,536.79,yard,3,2009-03-21T00:00:00
svc_c40b8caefe60,ves_e7f445be4816,2021-04-20,oil_change,ENGINE,871,321.48,yard,3,2021-04-20T00:00:00
svc_d99c48c2251d,ves_e7f445be4816,2009-02-09,battery_replace,ELECTRICAL,1445,1189.08,yard,1,2009-02-09T00:00:00
svc_2a99f7b0899e,ves_e7f445be4816,2016-09-16,bottom_paint,HULL,1355,1201.54,unknown,1,2016-09-16T00:00:00
svc_143e0e519336,ves_edab4abb140d,2022-11-09,winterize,AUX,771,952.59,unknown,3,2022-11-09T00:00:00
svc_4ef3a8fc41b5,ves_1cc142042c76,2005-03-26,winterize,AUX,1740,1026.37,unknown,3,2005-03-26T00:00:00
svc_53156d62cc4a,ves_1cc142042c76,2014-11-20,battery_replace,ELECTRICAL,2057,354.92,unknown,3,2014-11-20T00:00:00
svc_e63710bb59e5,ves_1cc142042c76,2017-01-07,oil_change,ENGINE,710,483.76,unknown,2,2017-01-07T00:00:00
svc_bfbf103cd8c8,ves_1cc142042c76,2024-05-10,winterize,AUX,1856,420.55,yard,3,2024-05-10T00:00:00
svc_aea9f4eb62db,ves_1cc142042c76,2003-12-06,oil_change,ENGINE,1283,575.13,owner,2,2003-12-06T00:00:00
svc_158c97484d27,ves_1cc142042c76,2021-10-04,spring_commission,AUX,1791,307.74,yard,1,2021-10-04T00:00:00
svc_8b97e1c063b2,ves_1cc142042c76,2002-02-20,impeller_change,ENGINE,1126,657.53,dealer,0,2002-02-20T00:00:00
svc_a53ff293f190,ves_1cc142042c76,2023-12-16,oil_change,ENGINE,523,250.99,yard,3,2023-12-16T00:00:00
svc_db1a152574e9,ves_1cc142042c76,2023-12-25,impeller_change,ENGINE,1334,634.81,unknown,1,2023-12-25T00:00:00
svc_4caabf2a0845,ves_e6692205b481,2011-01-10,spring_commission,AUX,1135,437.12,yard,2,2011-01-10T00:00:00
svc_4751794ce2be,ves_e6692205b481,2011-06-10,impeller_change,ENGINE,2116,220.2,unknown,3,2011-06-10T00:00:00
svc_169b48ceba22,ves_4e10d10a55e0,2016-08-06,winterize,AUX,1772,657.53,yard,2,2016-08-06T00:00:00
svc_5db98d886b15,ves_4e10d10a55e0,2008-01-20,spring_commission,AUX,1798,1280.23,dealer,1,2008-01-20T00:00:00
svc_74d4ed0d1119,ves_4e10d10a55e0,2006-06-25,oil_change,ENGINE,1697,256.76,yard,3,2006-06-25T00:00:00
svc_a7a9a193462e,ves_875aa9ba5c87,2001-02-03,battery_replace,ELECTRICAL,966,1381.12,dealer,2,2001-02-03T00:00:00
svc_b4c34eb55b7a,ves_875aa9ba5c87,2012-02-18,winterize,AUX,745,1548.72,yard,1,2012-02-18T00:00:00
svc_7dce58fa4b57,ves_875aa9ba5c87,2005-05-22,battery_replace,ELECTRICAL,343,1451.41,owner,2,2005-05-22T00:00:00
svc_861140c69c20,ves_875aa9ba5c87,2005-02-24,inspection,HULL,587,308.67,yard,3,2005-02-24T00:00:00
svc_2911dbfef56f,ves_875aa9ba5c87,2026-07-18,inspection,HULL,341,322.72,unknown,2,2026-07-18T00:00:00
svc_0ab3876da260,ves_875aa9ba5c87,2018-10-09,oil_change,ENGINE,740,227.14,unknown,2,2018-10-09T00:00:00
svc_dccb66fa8766,ves_875aa9ba5c87,2025-08-25,impeller_change,ENGINE,1183,504.74,dealer,3,2025-08-25T00:00:00
svc_3d5c1d3d1df2,ves_efc70019b8ba,2014-01-09,bottom_paint,HULL,1668,1351.83,yard,2,2014-01-09T00:00:00
svc_d4d4b5e58b24,ves_efc70019b8ba,2024-10-28,inspection,HULL,2045,436.48,yard,3,2024-10-28T00:00:00
svc_1b2f1b8ab0e0,ves_efc70019b8ba,2018-02-12,impeller_change,ENGINE,657,583.8,yard,0,2018-02-12T00:00:00
svc_607daa935f7f,ves_efc70019b8ba,2005-08-23,bottom_paint,HULL,940,1305.84,dealer,3,2005-08-23T00:00:00
svc_dce579a2dd98,ves_efc70019b8ba,2023-12-25,bottom_paint,HULL,654,1227.87,yard,3,2023-12-25T00:00:00
svc_b2722b45ee9e,ves_efc70019b8ba,2026-07-04,inspection,HULL,1911,891.84,owner,3,2026-07-04T00:00:00
svc_47b622e43316,ves_efc70019b8ba,2020-04-11,spring_commission,AUX,1278,946.62,dealer,1,2020-04-11T00:00:00
svc_11adef10239d,ves_efc70019b8ba,2021-03-22,battery_replace,ELECTRICAL,1405,950.3,yard,3,2021-03-22T00:00:00
svc_9c65e921b0b8,ves_efc70019b8ba,2026-07-15,oil_change,ENGINE,1836,469.7,owner,3,2026-07-15T00:00:00
svc_df839f6f9728,ves_efc70019b8ba,2000-06-14,oil_change,ENGINE,711,430.77,unknown,3,2000-06-14T00:00:00
svc_fc7ef4675b1e,ves_efc70019b8ba,2012-09-07,winterize,AUX,883,1454.51,owner,0,2012-09-07T00:00:00
svc_fa1836d7be64,ves_efc70019b8ba,2025-07-27,winterize,AUX,366,1703.65,dealer,0,2025-07-27T00:00:00
svc_f7b2eadcceb5,ves_efc70019b8ba,2013-09-03,bottom_paint,HULL,2004,1352.38,dealer,1,2013-09-03T00:00:00
svc_90e30c4ea3d8,ves_efc70019b8ba,2006-08-07,battery_replace,ELECTRICAL,1426,867.62,dealer,2,2006-08-07T00:00:00
svc_1ee6d8f19370,ves_efc70019b8ba,2002-10-03,oil_change,ENGINE,980,615.87,dealer,3,2002-10-03T00:00:00
svc_146f14dd4b01,ves_efc70019b8ba,2008-12-19,impeller_change,ENGINE,475,300.95,owner,0,2008-12-19T00:00:00
svc_fdb0d2d57288,ves_6bf19b3dc676,2023-02-20,oil_change,ENGINE,52,642.06,dealer,2,2023-02-20T00:00:00
svc_99f0f10702f6,ves_6bf19b3dc676,2019-06-09,spring_commission,AUX,44,1446.05,yard,1,2019-06-09T00:00:00
svc_a130cb38c2a2,ves_65fe1499e7be,2024-02-25,oil_change,ENGINE,1536,432.73,unknown,2,2024-02-25T00:00:00
svc_f664f087f140,ves_44592ca823fd,2017-11-03,spring_commission,AUX,981,977.66,yard,2,2017-11-03T00:00:00
svc_c9ffaa66cb9a,ves_44592ca823fd,2014-03-28,impeller_change,ENGINE,701,361.25,yard,1,2014-03-28T00:00:00
svc_f3e44006e744,ves_44592ca823fd,2026-02-07,inspection,HULL,1075,767.01,yard,2,2026-02-07T00:00:00
svc_54842da669ea,ves_44592ca823fd,2000-05-21,impeller_change,ENGINE,1000,529.29,owner,3,2000-05-21T00:00:00
svc_3d88bb02d067,ves_44592ca823fd,2008-07-24,impeller_change,ENGINE,1188,367.63,yard,2,2008-07-24T00:00:00
svc_73638f8aa1cd,ves_44592ca823fd,2011-07-16,battery_replace,ELECTRICAL,1101,464.68,yard,2,2011-07-16T00:00:00
svc_3e9fdfdeec01,ves_44592ca823fd,2017-12-21,battery_replace,ELECTRICAL,1314,1207.18,yard,2,2017-12-21T00:00:00
svc_ff6f132824db,ves_a15aba5e70ea,2025-04-10,oil_change,ENGINE,843,623.81,unknown,3,2025-04-10T00:00:00
svc_ad26b66be094,ves_a15aba5e70ea,2013-09-22,spring_commission,AUX,1226,1444.36,dealer,2,2013-09-22T00:00:00
svc_05bdb93327b1,ves_a15aba5e70ea,2014-05-27,bottom_paint,HULL,3095,1554.24,dealer,3,2014-05-27T00:00:00
svc_463a673a43b8,ves_a15aba5e70ea,2026-09-27,impeller_change,ENGINE,1195,272.28,dealer,3,2026-09-27T00:00:00
svc_160f12733bfe,ves_a15aba5e70ea,2022-07-14,oil_change,ENGINE,503,340.19,owner,0,2022-07-14T00:00:00
svc_fd485081d966,ves_a15aba5e70ea,2023-08-09,spring_commission,AUX,3084,668.0,owner,0,2023-08-09T00:00:00
svc_050d0190aabf,ves_2100259c0cdd,2016-12-10,impeller_change,ENGINE,63,276.86,yard,2,2016-12-10T00:00:00
svc_a507c713af25,ves_b67e1b7f6734,2023-07-08,oil_change,ENGINE,31,299.08,unknown,3,2023-07-08T00:00:00
svc_74ec88685427,ves_b67e1b7f6734,2025-03-16,bottom_paint,HULL,107,1208.7,owner,2,2025-03-16T00:00:00
svc_c2f8ca83b999,ves_b67e1b7f6734,2023-05-11,spring_commission,AUX,21,1011.81,owner,1,2023-05-11T00:00:00
svc_974340ef8dcf,ves_9a0d5e1a74c0,2024-03-05,spring_commission,AUX,927,461.69,owner,3,2024-03-05T00:00:00
svc_e0ef1815e47a,ves_9a0d5e1a74c0,2005-04-25,oil_change,ENGINE,1793,201.58,owner,0,2005-04-25T00:00:00
svc_0b5e06b16289,ves_9a0d5e1a74c0,2018-06-25,spring_commission,AUX,1762,422.64,yard,2,2018-06-25T00:00:00
svc_a8e9c5eaea2f,ves_9a0d5e1a74c0,2005-07-08,inspection,HULL,1313,384.47,dealer,2,2005-07-08T00:00:00
svc_8f03fd02401e,ves_543727e94192,2010-11-02,impeller_change,ENGINE,1020,657.02,owner,0,2010-11-02T00:00:00
svc_d968954f243e,ves_543727e94192,2026-02-15,spring_commission,AUX,794,779.94,yard,1,2026-02-15T00:00:00
svc_c5fc9900e80e,ves_543727e94192,2007-07-17,oil_change,ENGINE,309,274.33,yard,1,2007-07-17T00:00:00
svc_0b8aec2e712e,ves_543727e94192,2000-12-11,inspection,HULL,1016,216.67,yard,3,2000-12-11T00:00:00
svc_376423e563e6,ves_543727e94192,2014-04-10,battery_replace,ELECTRICAL,1495,1444.88,yard,1,2014-04-10T00:00:00
svc_d61aa81193ea,ves_543727e94192,2015-03-19,inspection,HULL,961,305.38,owner,3,2015-03-19T00:00:00
svc_c0cbb0bf4d0d,ves_543727e94192,2016-03-23,bottom_paint,HULL,543,900.25,dealer,0,2016-03-23T00:00:00
svc_7be45ba6ec8e,ves_543727e94192,2020-04-13,spring_commission,AUX,372,899.94,yard,2,2020-04-13T00:00:00
svc_f5b1eb021746,ves_984e01a5dddd,2024-05-28,oil_change,ENGINE,87,645.37,unknown,2,2024-05-28T00:00:00
svc_2f2ebea7185f,ves_984e01a5dddd,2024-03-19,impeller_change,ENGINE,93,439.03,yard,3,2024-03-19T00:00:00
svc_c3665c79ebaa,ves_4f36193f4f68,2017-10-27,inspection,HULL,676,859.37,owner,2,2017-10-27T00:00:00
svc_19a765abbfe2,ves_4f36193f4f68,2008-06-08,impeller_change,ENGINE,5436,566.46,yard,1,2008-06-08T00:00:00
svc_f8e8d8c30fce,ves_4f36193f4f68,2020-02-17,impeller_change,ENGINE,1352,305.64,owner,2,2020-02-17T00:00:00
svc_e98ee8196ad9,ves_4f36193f4f68,2024-06-03,battery_replace,ELECTRICAL,2489,849.03,yard,3,2024-06-03T00:00:00
svc_09d6b9474edf,ves_4f36193f4f68,2020-09-22,spring_commission,AUX,3098,1155.07,yard,3,2020-09-22T00:00:00
svc_c808f4bf9622,ves_4f36193f4f68,2020-01-11,battery_replace,ELECTRICAL,881,1255.66,yard,3,2020-01-11T00:00:00
svc_4bbc9e6212d1,ves_4f36193f4f68,2015-03-20,inspection,HULL,4676,708.83,yard,3,2015-03-20T00:00:00
svc_44fd4f86bf8d,ves_4f36193f4f68,2008-04-11,oil_change,ENGINE,1798,254.84,yard,2,2008-04-11T00:00:00
svc_877aa4a41f09,ves_4f36193f4f68,2023-10-10,bottom_paint,HULL,969,1066.01,dealer,0,2023-10-10T00:00:00
svc_bd4474f6f8c7,ves_df45e43246ed,2025-08-19,impeller_change,ENGINE,96,576.22,yard,1,2025-08-19T00:00:00
svc_443569884897,ves_df45e43246ed,2022-09-25,oil_change,ENGINE,199,427.86,yard,3,2022-09-25T00:00:00
svc_172a74c70f1b,ves_1fef2833ed8a,2016-08-17,impeller_change,ENGINE,34,560.46,dealer,3,2016-08-17T00:00:00
svc_4587c2c6506d,ves_1fef2833ed8a,2019-08-08,oil_change,ENGINE,30,588.17,yard,3,2019-08-08T00:00:00
svc_6f7ea113b646,ves_1fef2833ed8a,2015-08-18,spring_commission,AUX,20,921.04,owner,3,2015-08-18T00:00:00
svc_956dcd5ae514,ves_3f763b32b4d1,2022-09-01,spring_commission,AUX,177,830.66,yard,2,2022-09-01T00:00:00
svc_26d44a44777c,ves_3f763b32b4d1,2007-03-03,winterize,AUX,576,593.98,owner,3,2007-03-03T00:00:00
svc_6abeaadb85f9,ves_3f763b32b4d1,2009-04-23,oil_change,ENGINE,85,463.56,yard,2,2009-04-23T00:00:00
svc_22f408570405,ves_3f763b32b4d1,2009-09-18,oil_change,ENGINE,102,609.43,unknown,2,2009-09-18T00:00:00
svc_9d79cb785371,ves_3f763b32b4d1,2012-12-09,winterize,AUX,518,958.73,dealer,0,2012-12-09T00:00:00
svc_acc3b24995ac,ves_3f763b32b4d1,2010-09-12,battery_replace,ELECTRICAL,146,1344.13,yard,2,2010-09-12T00:00:00
svc_f47652107457,ves_158872ca5d3d,2008-08-17,oil_change,ENGINE,696,425.03,yard,2,2008-08-17T00:00:00
svc_6812f26ca0cd,ves_158872ca5d3d,2010-05-14,winterize,AUX,3887,519.09,unknown,2,2010-05-14T00:00:00
svc_2f1e11194842,ves_158872ca5d3d,2014-06-14,winterize,AUX,646,298.2,yard,0,2014-06-14T00:00:00
svc_8c1f8526d25c,ves_158872ca5d3d,2001-10-01,oil_change,ENGINE,2502,376.25,dealer,2,2001-10-01T00:00:00
svc_b3561b9f6e27,ves_158872ca5d3d,2014-04-24,oil_change,ENGINE,3822,443.25,unknown,3,2014-04-24T00:00:00
svc_2a33ebeb0a3d,ves_158872ca5d3d,2014-12-23,impeller_change,ENGINE,3637,641.41,dealer,1,2014-12-23T00:00:00
svc_5b6a727d95af,ves_158872ca5d3d,2020-05-21,impeller_change,ENGINE,3703,424.13,yard,3,2020-05-21T00:00:00
svc_56db191e8551,ves_158872ca5d3d,2000-12-22,bottom_paint,HULL,3515,992.39,yard,3,2000-12-22T00:00:00
svc_5de60a4162c4,ves_158872ca5d3d,2008-11-17,winterize,AUX,1695,758.31,yard,2,2008-11-17T00:00:00
svc_3d2787da9f8e,ves_158872ca5d3d,2008-08-04,spring_commission,AUX,2613,850.94,owner,3,2008-08-04T00:00:00
svc_fb135a05d0e8,ves_f67980dff85f,2012-09-19,oil_change,ENGINE,98,181.31,dealer,2,2012-09-19T00:00:00
svc_ebf727ac3d67,ves_f67980dff85f,2013-06-27,oil_change,ENGINE,35,454.23,dealer,1,2013-06-27T00:00:00
svc_958abfa6beb9,ves_f67980dff85f,2018-08-14,winterize,AUX,126,1213.57,owner,3,2018-08-14T00:00:00
svc_43c02ab2c876,ves_f67980dff85f,2022-08-12,spring_commission,AUX,56,476.97,yard,3,2022-08-12T00:00:00
svc_9127ae3e41c2,ves_f67980dff85f,2018-08-06,spring_commission,AUX,111,927.36,unknown,2,2018-08-06T00:00:00
svc_23f717e4e51d,ves_f67980dff85f,2026-09-02,impeller_change,ENGINE,109,636.42,owner,1,2026-09-02T00:00:00
svc_06afd881fec1,ves_f882799baa25,2025-07-03,oil_change,ENGINE,244,511.53,dealer,0,2025-07-03T00:00:00
svc_28017d98e49f,ves_f882799baa25,2022-09-27,oil_change,ENGINE,218,258.78,dealer,3,2022-09-27T00:00:00
svc_f3e974f3b491,ves_f882799baa25,2026-05-23,inspection,HULL,227,879.71,unknown,1,2026-05-23T00:00:00
svc_dfed7c87619e,ves_f882799baa25,2019-01-20,oil_change,ENGINE,178,481.22,dealer,1,2019-01-20T00:00:00
svc_458733b2a5b5,ves_f882799baa25,2015-08-12,battery_replace,ELECTRICAL,217,1181.38,owner,1,2015-08-12T00:00:00
svc_88c31e2dc6e3,ves_f882799baa25,2020-12-26,bottom_paint,HULL,152,691.46,yard,2,2020-12-26T00:00:00
svc_0a4e48c08ab0,ves_e6a5415717db,2013-07-13,impeller_change,ENGINE,735,662.81,yard,2,2013-07-13T00:00:00
svc_9136006b6bec,ves_e6a5415717db,2017-03-23,bottom_paint,HULL,642,728.91,yard,2,2017-03-23T00:00:00
svc_a57ebadec281,ves_0a9644e044ca,2026-10-01,battery_replace,ELECTRICAL,404,588.52,yard,1,2026-10-01T00:00:00
svc_5c341df3c15b,ves_0a9644e044ca,2003-07-17,inspection,HULL,621,878.81,yard,2,2003-07-17T00:00:00
svc_808eb4101602,ves_0a9644e044ca,2019-05-27,inspection,HULL,824,472.5,yard,1,2019-05-27T00:00:00
svc_0ad92f84c3ae,ves_0a9644e044ca,2018-06-23,inspection,HULL,500,681.74,dealer,1,2018-06-23T00:00:00
svc_a959623c7010,ves_0a9644e044ca,2026-06-15,oil_change,ENGINE,560,265.7,owner,1,2026-06-15T00:00:00
svc_46c8fddf565f,ves_8776435a35ab,2022-03-09,bottom_paint,HULL,157,1200.82,owner,3,2022-03-09T00:00:00
svc_9212cc1a6ee8,ves_8776435a35ab,2023-06-12,oil_change,ENGINE,257,187.98,yard,1,2023-06-12T00:00:00
svc_67c76039729b,ves_7a12902121ea,2008-08-03,spring_commission,AUX,986,964.03,dealer,3,2008-08-03T00:00:00
svc_5732e9055541,ves_7a12902121ea,2017-01-16,bottom_paint,HULL,2061,788.81,yard,1,2017-01-16T00:00:00
svc_e6c6fa4bfdd2,ves_7a12902121ea,2015-04-16,oil_change,ENGINE,2121,227.29,unknown,1,2015-04-16T00:00:00
svc_68b2ce7e9e84,ves_7a12902121ea,2004-06-19,inspection,HULL,758,333.29,yard,3,2004-06-19T00:00:00
svc_2a80dbe9b535,ves_7a12902121ea,2002-02-15,bottom_paint,HULL,1202,1029.01,yard,2,2002-02-15T00:00:00
svc_0843d2a5ed2c,ves_7a12902121ea,2006-09-10,impeller_change,ENGINE,1819,650.12,yard,2,2006-09-10T00:00:00
svc_4b4c507c0110,ves_7a12902121ea,2017-07-21,bottom_paint,HULL,1544,840.49,unknown,3,2017-07-21T00:00:00
svc_40ce2163e273,ves_6f072af9278f,2025-10-02,oil_change,ENGINE,370,352.34,yard,2,2025-10-02T00:00:00
svc_3593137f9729,ves_6f072af9278f,2025-12-15,oil_change,ENGINE,418,472.04,owner,2,2025-12-15T00:00:00
svc_f54fa6f94282,ves_6f072af9278f,2024-04-26,oil_change,ENGINE,207,295.55,yard,3,2024-04-26T00:00:00
svc_7188a63157d6,ves_6f072af9278f,2024-09-13,oil_change,ENGINE,184,289.91,dealer,2,2024-09-13T00:00:00
svc_6434cac70209,ves_84a7946f93fb,2019-06-07,bottom_paint,HULL,253,1012.72,yard,1,2019-06-07T00:00:00
svc_ec6e8a722dfc,ves_84a7946f93fb,2015-03-14,impeller_change,ENGINE,228,370.27,yard,2,2015-03-14T00:00:00
svc_b57617a32a4d,ves_84a7946f93fb,2022-11-17,bottom_paint,HULL,85,667.19,yard,1,2022-11-17T00:00:00
svc_2d39c9a3485c,ves_84a7946f93fb,2023-04-08,oil_change,ENGINE,73,590.14,owner,2,2023-04-08T00:00:00
svc_6ce76d17f83c,ves_84a7946f93fb,2014-11-13,battery_replace,ELECTRICAL,198,944.67,dealer,3,2014-11-13T00:00:00
svc_36c68b257d52,ves_84a7946f93fb,2014-01-28,oil_change,ENGINE,121,372.73,yard,1,2014-01-28T00:00:00
svc_6b8afb3e2fba,ves_84a7946f93fb,2013-07-18,spring_commission,AUX,386,612.8,dealer,2,2013-07-18T00:00:00
svc_ba1387715534,ves_9a2b75d65ae3,2018-06-28,oil_change,ENGINE,426,549.13,dealer,1,2018-06-28T00:00:00
svc_339f5f921e9e,ves_9a2b75d65ae3,2014-09-28,inspection,HULL,381,695.94,yard,2,2014-09-28T00:00:00
svc_41628df5e7b7,ves_9a2b75d65ae3,2010-05-27,bottom_paint,HULL,353,847.17,owner,0,2010-05-27T00:00:00
svc_e0742599ac7a,ves_9a2b75d65ae3,2024-09-15,impeller_change,ENGINE,358,356.88,yard,2,2024-09-15T00:00:00
svc_c270f5810b0f,ves_9a2b75d65ae3,2019-11-07,impeller_change,ENGINE,797,487.89,dealer,0,2019-11-07T00:00:00
svc_cb3bf45719ca,ves_9a2b75d65ae3,2024-09-06,winterize,AUX,281,1271.17,dealer,1,2024-09-06T00:00:00
svc_eb18088801da,ves_9a2b75d65ae3,2024-09-24,spring_commission,AUX,743,1152.66,owner,3,2024-09-24T00:00:00
svc_0ffbe7dc453f,ves_9a2b75d65ae3,2026-02-13,bottom_paint,HULL,788,766.32,dealer,3,2026-02-13T00:00:00
svc_0ddeda3c7790,ves_9a2b75d65ae3,2009-05-02,winterize,AUX,721,310.15,owner,0,2009-05-02T00:00:00
svc_052088b008ad,ves_5e0308468dc2,2025-01-25,winterize,AUX,45,925.76,yard,3,2025-01-25T00:00:00
svc_c6bc8fb73863,ves_89843d3e31ba,2010-12-12,impeller_change,ENGINE,650,773.95,yard,1,2010-12-12T00:00:00
svc_1e6f59c71113,ves_89843d3e31ba,2009-04-05,winterize,AUX,668,486.69,owner,3,2009-04-05T00:00:00
svc_3f0c3b1c0198,ves_560086b46e4b,2026-01-26,bottom_paint,HULL,53,842.88,yard,3,2026-01-26T00:00:00
svc_11fe0b20d0be,ves_560086b46e4b,2025-04-06,battery_replace,ELECTRICAL,73,1338.92,yard,3,2025-04-06T00:00:00
svc_986260b54fbb,ves_f6c1b8851531,2021-12-09,battery_replace,ELECTRICAL,50,1476.88,dealer,2,2021-12-09T00:00:00
svc_6eb264d8cb1f,ves_f6c1b8851531,2024-05-12,spring_commission,AUX,192,951.72,dealer,2,2024-05-12T00:00:00
svc_0654fbdf0904,ves_508704a0ca62,2021-05-06,oil_change,ENGINE,413,496.71,yard,3,2021-05-06T00:00:00
svc_28cd103a0007,ves_47f31235b071,2026-09-18,impeller_change,ENGINE,87,765.2,yard,1,2026-09-18T00:00:00
svc_3b0874f642da,ves_47f31235b071,2026-04-23,winterize,AUX,79,461.21,yard,3,2026-04-23T00:00:00
svc_1d8711fa4963,ves_47f31235b071,2026-07-04,oil_change,ENGINE,31,615.85,yard,2,2026-07-04T00:00:00
svc_944d6e41424f,ves_bf7a41e24fec,2025-06-26,inspection,HULL,368,534.52,dealer,3,2025-06-26T00:00:00
svc_9b7a71c141e8,ves_bf7a41e24fec,2007-07-23,impeller_change,ENGINE,696,476.2,yard,2,2007-07-23T00:00:00
svc_901eb180261f,ves_bf7a41e24fec,2003-05-03,winterize,AUX,1013,1132.99,dealer,0,2003-05-03T00:00:00
svc_f3c7654c8f57,ves_bf7a41e24fec,2010-08-24,spring_commission,AUX,561,1338.83,unknown,2,2010-08-24T00:00:00
svc_ef801711720b,ves_bf7a41e24fec,2025-12-13,impeller_change,ENGINE,344,687.27,owner,1,2025-12-13T00:00:00
svc_4fb2727621e5,ves_bf7a41e24fec,2008-10-21,impeller_change,ENGINE,631,289.58,yard,1,2008-10-21T00:00:00
svc_61c4d7f83ce0,ves_003dc412e9b6,2009-01-25,bottom_paint,HULL,403,571.28,yard,3,2009-01-25T00:00:00
svc_8761ad7d658f,ves_003dc412e9b6,2004-05-09,oil_change,ENGINE,1258,384.22,yard,1,2004-05-09T00:00:00
svc_57defc058945,ves_003dc412e9b6,2020-04-11,oil_change,ENGINE,1087,353.23,owner,2,2020-04-11T00:00:00
svc_ee46c2e3a145,ves_26d2adfa3eef,2020-01-05,spring_commission,AUX,387,747.35,owner,1,2020-01-05T00:00:00
svc_ac2985392d2f,ves_26d2adfa3eef,2019-09-13,bottom_paint,HULL,148,793.96,dealer,2,2019-09-13T00:00:00
svc_c46ab88d1634,ves_26d2adfa3eef,2001-11-22,battery_replace,ELECTRICAL,534,1469.05,yard,3,2001-11-22T00:00:00
svc_fe58adb7da5b,ves_26d2adfa3eef,2002-05-14,impeller_change,ENGINE,395,258.5,yard,2,2002-05-14T00:00:00
svc_f9e3d5f1c6ec,ves_26d2adfa3eef,2000-03-27,oil_change,ENGINE,396,615.27,unknown,1,2000-03-27T00:00:00
svc_533c22347a8e,ves_26d2adfa3eef,2013-11-12,impeller_change,ENGINE,315,296.3,dealer,3,2013-11-12T00:00:00
svc_50250ab8d9e1,ves_26d2adfa3eef,2023-10-15,inspection,HULL,477,249.78,owner,2,2023-10-15T00:00:00
svc_dc133debcadd,ves_26d2adfa3eef,2011-06-27,oil_change,ENGINE,680,318.32,yard,0,2011-06-27T00:00:00
svc_5528764d0f91,ves_23c912109f84,2019-12-03,impeller_change,ENGINE,45,621.02,dealer,3,2019-12-03T00:00:00
svc_67c44c562a54,ves_23c912109f84,2014-10-10,winterize,AUX,51,1411.9,yard,2,2014-10-10T00:00:00
svc_08505746bcf6,ves_23c912109f84,2012-11-04,oil_change,ENGINE,52,404.96,owner,1,2012-11-04T00:00:00
svc_4b2ce657eedc,ves_23c912109f84,2012-10-28,inspection,HULL,58,817.49,dealer,2,2012-10-28T00:00:00
svc_be47c5f50f19,ves_23c912109f84,2014-09-10,oil_change,ENGINE,50,536.4,dealer,2,2014-09-10T00:00:00
svc_da3e67f5f2cd,ves_23c912109f84,2014-05-28,winterize,AUX,48,873.21,owner,0,2014-05-28T00:00:00
svc_ccda65986198,ves_23c912109f84,2026-07-25,inspection,HULL,34,483.8,dealer,0,2026-07-25T00:00:00
svc_67356deb304a,ves_19495498e716,2026-04-12,impeller_change,ENGINE,12,629.85,yard,3,2026-04-12T00:00:00
svc_3e10d029c55f,ves_36041b7976ed,2022-06-05,winterize,AUX,221,302.75,yard,2,2022-06-05T00:00:00
svc_d3ea40e3b014,ves_986f4f0d6574,2025-07-17,bottom_paint,HULL,334,457.6,unknown,2,2025-07-17T00:00:00
svc_8d0d9eab6050,ves_986f4f0d6574,2006-08-28,impeller_change,ENGINE,470,485.68,dealer,3,2006-08-28T00:00:00
svc_3f46fa4faf05,ves_986f4f0d6574,2016-07-02,inspection,HULL,73,846.25,owner,1,2016-07-02T00:00:00
svc_f1175230f406,ves_986f4f0d6574,2019-11-27,impeller_change,ENGINE,327,256.41,dealer,1,2019-11-27T00:00:00
svc_ec453947b131,ves_9760e174cfb6,2007-12-17,oil_change,ENGINE,252,334.64,yard,2,2007-12-17T00:00:00
svc_b294f3c85459,ves_9760e174cfb6,2021-02-20,bottom_paint,HULL,167,810.43,owner,3,2021-02-20T00:00:00
svc_73505277deb5,ves_9760e174cfb6,2024-05-11,impeller_change,ENGINE,463,568.03,owner,1,2024-05-11T00:00:00
svc_4d9e170cedf4,ves_9760e174cfb6,2018-08-27,inspection,HULL,425,361.34,dealer,2,2018-08-27T00:00:00
svc_be66ec8537f3,ves_9760e174cfb6,2004-06-19,oil_change,ENGINE,283,475.45,dealer,1,2004-06-19T00:00:00
svc_15e7cb460437,ves_9760e174cfb6,2012-06-04,spring_commission,AUX,197,543.07,dealer,3,2012-06-04T00:00:00
svc_901c0cdbaf48,ves_d2ed289a51e1,2020-05-07,winterize,AUX,531,1748.91,dealer,3,2020-05-07T00:00:00
svc_6faaf18b5a2a,ves_d2ed289a51e1,2000-11-05,oil_change,ENGINE,680,512.05,yard,2,2000-11-05T00:00:00
svc_89c9dce43d8c,ves_d2ed289a51e1,2010-07-24,bottom_paint,HULL,689,1184.92,unknown,3,2010-07-24T00:00:00
svc_80f3320b2099,ves_d2ed289a51e1,2008-05-22,bottom_paint,HULL,206,1012.81,yard,3,2008-05-22T00:00:00
svc_b69f4a42abad,ves_d2ed289a51e1,2005-03-12,oil_change,ENGINE,1178,505.45,yard,2,2005-03-12T00:00:00
svc_75d26ddb06e9,ves_d2ed289a51e1,2016-02-14,inspection,HULL,1181,226.68,dealer,3,2016-02-14T00:00:00
svc_50b74adf0155,ves_7b26a8c33926,2015-07-15,spring_commission,AUX,2277,300.52,dealer,1,2015-07-15T00:00:00
svc_6bdc1dc67dd9,ves_7b26a8c33926,2010-06-03,impeller_change,ENGINE,937,670.62,owner,3,2010-06-03T00:00:00
